TIME,R1,MYO1,R2,MYO2,APPARENT_07_21_RHO,APPARENT_35_21_RHO,CCR
6.051,135.425,-0.017,203.667,-0.065,5.956,5.972,4517.0
6.052,135.425,-0.013,203.668,-0.006,5.956,5.972,4517.0
6.053,135.425,0.002,203.669,0.068,5.956,5.972,4517.0
6.054,135.426,-0.03,203.67,0.001,5.956,5.972,4517.0
6.055,135.426,0.001,203.67,0.014,5.956,5.972,4517.0
6.056,135.427,0.018,203.671,0.041,5.956,5.972,4517.0
6.057,135.427,0.008,203.672,0.008,5.956,5.972,4517.0
6.058,135.427,0.016,203.673,0.002,5.956,5.972,4517.0
6.059,135.428,-0.011,203.674,-0.039,5.956,5.972,4517.0
6.06,135.428,-0.002,203.674,-0.025,5.956,5.972,4516.0
6.061,135.428,0.013,203.674,-0.001,5.956,5.972,4516.0
6.062,135.427,-0.012,203.674,-0.032,5.956,5.972,4516.0
6.063,135.427,-0.007,203.674,0.003,5.956,5.972,4516.0
6.064,135.427,0.006,203.674,0.031,5.956,5.972,4516.0
6.065,135.427,-0.022,203.673,-0.016,5.956,5.972,4516.0
6.066,135.427,-0.01,203.673,0.005,5.956,5.972,4516.0
6.067,135.427,0.034,203.673,0.05,5.956,5.972,4516.0
6.068,135.427,0.014,203.673,0.014,5.956,5.972,4516.0
6.069,135.427,-0.001,203.673,0.0,5.956,5.972,4516.0
6.07,135.428,-0.02,203.675,-0.037,5.956,5.972,4516.0
6.071,135.429,-0.028,203.677,-0.053,5.956,5.972,4516.0
6.072,135.43,0.019,203.679,0.02,5.957,5.972,4516.0
6.073,135.432,0.01,203.682,0.019,5.957,5.972,4516.0
6.074,135.433,-0.003,203.684,0.017,5.957,5.972,4516.0
6.075,135.434,0.011,203.686,0.022,5.957,5.972,4516.0
6.076,135.435,0.002,203.688,-0.018,5.957,5.972,4516.0
6.077,135.436,0.006,203.69,-0.007,5.957,5.973,4516.0
6.078,135.437,-0.001,203.692,-0.017,5.957,5.973,4516.0
6.079,135.439,-0.019,203.694,-0.037,5.957,5.973,4516.0
6.08,135.44,-0.012,203.696,0.013,5.957,5.973,4516.0
6.081,135.442,-0.002,203.699,0.032,5.957,5.973,4516.0
6.082,135.443,-0.009,203.701,-0.003,5.957,5.973,4516.0
6.083,135.445,0.002,203.704,0.002,5.957,5.973,4516.0
6.084,135.447,0.024,203.706,0.02,5.957,5.973,4516.0
6.085,135.448,0.023,203.708,0.01,5.957,5.973,4515.0
6.086,135.45,0.012,203.711,0.001,5.957,5.973,4515.0
6.087,135.451,-0.016,203.713,-0.024,5.957,5.973,4515.0
6.088,135.453,-0.017,203.716,-0.016,5.958,5.973,4515.0
6.089,135.455,0.003,203.718,0.013,5.958,5.973,4515.0
6.09,135.455,-0.009,203.719,-0.01,5.958,5.973,4515.0
6.091,135.456,-0.002,203.72,0.0,5.958,5.973,4515.0
6.092,135.456,-0.01,203.721,-0.007,5.958,5.973,4515.0
6.093,135.457,-0.023,203.722,-0.041,5.958,5.973,4515.0
6.094,135.457,0.032,203.723,0.034,5.958,5.973,4515.0
6.095,135.458,0.033,203.724,0.051,5.958,5.973,4515.0
6.096,135.458,-0.013,203.725,-0.014,5.958,5.974,4515.0
6.097,135.459,-0.004,203.726,-0.003,5.958,5.974,4515.0
6.098,135.459,-0.003,203.727,0.001,5.958,5.974,4515.0
6.099,135.46,-0.001,203.728,-0.004,5.958,5.974,4515.0
6.1,135.46,0.006,203.729,0.004,5.958,5.974,4515.0
6.101,135.461,-0.003,203.729,-0.002,5.958,5.974,4515.0
6.102,135.462,-0.004,203.73,-0.009,5.958,5.974,4515.0
6.103,135.462,-0.014,203.73,-0.024,5.958,5.974,4515.0
6.104,135.463,-0.011,203.731,-0.022,5.958,5.974,4515.0
6.105,135.464,0.017,203.731,0.012,5.958,5.974,4515.0
6.106,135.464,0.025,203.731,0.044,5.958,5.974,4515.0
6.107,135.465,-0.006,203.732,0.006,5.958,5.974,4515.0
6.108,135.466,-0.014,203.732,-0.015,5.958,5.974,4515.0
6.109,135.466,-0.006,203.733,0.0,5.958,5.974,4515.0
6.11,135.467,-0.01,203.734,-0.01,5.958,5.974,4515.0
6.111,135.468,0.011,203.734,0.013,5.958,5.974,4515.0
6.112,135.468,0.009,203.735,0.0,5.958,5.974,4515.0
6.113,135.469,0.018,203.736,0.015,5.958,5.974,4515.0
6.114,135.47,0.026,203.737,0.03,5.958,5.974,4515.0
6.115,135.471,-0.044,203.737,-0.063,5.958,5.974,4514.0
6.116,135.471,-0.035,203.738,-0.048,5.958,5.974,4514.0
6.117,135.472,0.021,203.739,0.022,5.958,5.974,4514.0
6.118,135.473,0.004,203.74,0.012,5.958,5.974,4514.0
6.119,135.473,0.01,203.741,0.031,5.958,5.974,4514.0
6.12,135.471,0.007,203.737,0.022,5.958,5.974,4514.0
6.121,135.469,-0.023,203.733,-0.025,5.958,5.974,4514.0
6.122,135.467,0.005,203.73,-0.001,5.958,5.974,4514.0
6.123,135.465,0.01,203.726,0.008,5.958,5.974,4514.0
6.124,135.463,0.005,203.722,0.004,5.958,5.973,4514.0
6.125,135.461,0.018,203.719,0.02,5.958,5.973,4514.0
6.126,135.458,-0.012,203.715,-0.021,5.958,5.973,4514.0
6.127,135.456,-0.011,203.711,-0.027,5.958,5.973,4514.0
6.128,135.454,-0.003,203.708,-0.022,5.958,5.973,4514.0
6.129,135.452,-0.011,203.704,-0.016,5.957,5.973,4515.0
6.13,135.449,0.011,203.699,0.042,5.957,5.973,4514.0
6.131,135.445,-0.001,203.693,0.023,5.957,5.973,4514.0
6.132,135.442,-0.017,203.687,-0.014,5.957,5.972,4514.0
6.133,135.438,0.001,203.682,0.002,5.957,5.972,4514.0
6.134,135.435,0.008,203.676,0.011,5.957,5.972,4514.0
6.135,135.431,0.023,203.671,0.002,5.957,5.972,4514.0
6.136,135.428,0.025,203.665,-0.007,5.956,5.972,4514.0
6.137,135.424,-0.019,203.659,-0.012,5.956,5.972,4514.0
6.138,135.421,-0.021,203.654,-0.001,5.956,5.971,4514.0
6.139,135.417,0.011,203.648,0.027,5.956,5.971,4514.0
6.14,135.413,-0.009,203.641,-0.004,5.956,5.971,4514.0
6.141,135.409,-0.02,203.634,-0.031,5.956,5.971,4514.0
6.142,135.405,0.003,203.628,-0.009,5.955,5.971,4514.0
6.143,135.401,0.003,203.621,-0.003,5.955,5.97,4514.0
6.144,135.397,-0.008,203.614,0.006,5.955,5.97,4514.0
6.145,135.393,0.024,203.607,0.031,5.955,5.97,4514.0
6.146,135.389,0.027,203.6,0.017,5.955,5.97,4514.0
6.147,135.385,-0.017,203.593,-0.038,5.955,5.97,4514.0
6.148,135.381,-0.011,203.587,-0.044,5.954,5.969,4514.0
6.149,135.377,-0.011,203.58,0.0,5.954,5.969,4514.0
6.15,135.373,0.008,203.572,0.068,5.954,5.969,4513.0
6.151,135.368,0.014,203.564,0.049,5.954,5.969,4513.0
6.152,135.364,-0.007,203.556,-0.008,5.954,5.969,4513.0
6.153,135.359,0.012,203.548,-0.003,5.953,5.968,4513.0
6.154,135.355,-0.033,203.541,-0.062,5.953,5.968,4513.0
6.155,135.35,-0.011,203.533,-0.033,5.953,5.968,4513.0
6.156,135.346,0.031,203.525,0.009,5.953,5.968,4513.0
6.157,135.342,-0.017,203.517,-0.022,5.953,5.967,4513.0
6.158,135.337,0.01,203.509,0.04,5.952,5.967,4513.0
6.159,135.333,0.007,203.502,0.009,5.952,5.967,4513.0
6.16,135.328,-0.024,203.493,-0.04,5.952,5.967,4513.0
6.161,135.323,0.014,203.484,0.028,5.952,5.966,4513.0
6.162,135.319,0.027,203.476,0.055,5.952,5.966,4513.0
6.163,135.314,0.002,203.467,0.028,5.951,5.966,4513.0
6.164,135.31,0.004,203.459,0.008,5.951,5.966,4513.0
6.165,135.305,-0.006,203.45,-0.022,5.951,5.965,4513.0
6.166,135.3,-0.051,203.441,-0.08,5.951,5.965,4513.0
6.167,135.296,-0.019,203.433,-0.044,5.951,5.965,4513.0
6.168,135.291,0.027,203.424,0.026,5.95,5.965,4513.0
6.169,135.287,0.013,203.416,0.02,5.95,5.964,4513.0
6.17,135.282,0.015,203.407,0.017,5.95,5.964,4512.0
6.171,135.278,0.011,203.399,0.013,5.95,5.964,4512.0
6.172,135.274,0.008,203.391,0.015,5.95,5.964,4512.0
6.173,135.269,-0.002,203.383,-0.005,5.949,5.964,4512.0
6.174,135.265,-0.022,203.374,-0.02,5.949,5.963,4512.0
6.175,135.261,-0.013,203.366,0.01,5.949,5.963,4512.0
6.176,135.256,-0.005,203.358,0.007,5.949,5.963,4512.0
6.177,135.252,0.013,203.35,0.008,5.949,5.963,4512.0
6.178,135.248,0.008,203.341,-0.003,5.949,5.962,4512.0
6.179,135.243,-0.013,203.333,-0.028,5.948,5.962,4512.0
6.18,135.24,0.014,203.325,0.007,5.948,5.962,4512.0
6.181,135.236,0.003,203.317,-0.003,5.948,5.962,4512.0
6.182,135.232,-0.018,203.309,-0.023,5.948,5.961,4512.0
6.183,135.229,-0.001,203.302,0.009,5.948,5.961,4512.0
6.184,135.225,0.013,203.294,0.024,5.948,5.961,4512.0
6.185,135.222,0.021,203.286,0.029,5.947,5.961,4512.0
6.186,135.218,-0.016,203.278,-0.016,5.947,5.96,4511.0
6.187,135.214,-0.017,203.27,-0.024,5.947,5.96,4511.0
6.188,135.211,0.007,203.262,0.009,5.947,5.96,4511.0
6.189,135.207,-0.002,203.254,0.002,5.947,5.96,4511.0
6.19,135.204,0.004,203.247,0.009,5.947,5.96,4511.0
6.191,135.201,-0.007,203.241,-0.01,5.946,5.959,4511.0
6.192,135.198,0.002,203.234,-0.015,5.946,5.959,4511.0
6.193,135.195,0.01,203.227,0.008,5.946,5.959,4511.0
6.194,135.192,-0.002,203.221,0.001,5.946,5.959,4511.0
6.195,135.189,0.0,203.214,0.001,5.946,5.959,4511.0
6.196,135.186,0.003,203.207,0.014,5.946,5.958,4511.0
6.197,135.183,0.007,203.201,0.01,5.946,5.958,4511.0
6.198,135.18,-0.008,203.194,-0.01,5.946,5.958,4511.0
6.199,135.177,-0.004,203.187,-0.006,5.945,5.958,4511.0
6.2,135.174,-0.01,203.182,-0.017,5.945,5.958,4511.0
6.201,135.172,-0.003,203.177,-0.001,5.945,5.957,4511.0
6.202,135.17,0.012,203.172,0.012,5.945,5.957,4511.0
6.203,135.168,-0.011,203.167,-0.014,5.945,5.957,4511.0
6.204,135.165,0.016,203.162,0.02,5.945,5.957,4511.0
6.205,135.163,0.0,203.157,0.007,5.945,5.957,4511.0
6.206,135.161,-0.022,203.152,-0.01,5.945,5.957,4511.0
6.207,135.158,0.023,203.147,0.024,5.945,5.957,4511.0
6.208,135.156,0.013,203.142,0.007,5.944,5.956,4511.0
6.209,135.154,0.003,203.137,-0.004,5.944,5.956,4511.0
6.21,135.151,-0.004,203.132,-0.023,5.944,5.956,4511.0
6.211,135.149,-0.025,203.128,-0.034,5.944,5.956,4511.0
6.212,135.147,-0.009,203.123,-0.003,5.944,5.956,4511.0
6.213,135.145,-0.003,203.118,0.013,5.944,5.956,4511.0
6.214,135.142,0.004,203.114,0.026,5.944,5.956,4511.0
6.215,135.14,0.013,203.109,0.027,5.944,5.955,4511.0
6.216,135.138,-0.004,203.105,-0.009,5.944,5.955,4511.0
6.217,135.135,-0.003,203.1,-0.028,5.944,5.955,4511.0
6.218,135.133,0.015,203.096,-0.006,5.943,5.955,4511.0
6.219,135.131,0.017,203.091,0.012,5.943,5.955,4511.0
6.22,135.13,-0.002,203.088,-0.009,5.943,5.955,4510.0
6.221,135.129,-0.005,203.086,0.014,5.943,5.955,4510.0
6.222,135.128,0.008,203.083,0.041,5.943,5.955,4510.0
6.223,135.127,-0.041,203.081,-0.045,5.943,5.955,4510.0
6.224,135.125,-0.034,203.078,-0.039,5.943,5.955,4510.0
6.225,135.124,0.043,203.075,0.06,5.943,5.954,4510.0
6.226,135.123,0.022,203.073,0.03,5.943,5.954,4510.0
6.227,135.122,-0.008,203.07,-0.018,5.943,5.954,4510.0
6.228,135.121,-0.013,203.068,-0.053,5.943,5.954,4510.0
6.229,135.12,-0.005,203.065,-0.049,5.943,5.954,4510.0
6.23,135.12,0.019,203.064,0.011,5.943,5.954,4510.0
6.231,135.119,0.006,203.064,0.046,5.943,5.954,4510.0
6.232,135.119,0.002,203.063,0.045,5.943,5.954,4510.0
6.233,135.119,-0.014,203.063,-0.014,5.943,5.954,4510.0
6.234,135.119,0.002,203.062,0.007,5.943,5.954,4510.0
6.235,135.118,0.018,203.061,0.023,5.943,5.954,4510.0
6.236,135.118,-0.023,203.061,-0.037,5.943,5.954,4510.0
6.237,135.118,-0.007,203.06,-0.004,5.943,5.954,4510.0
6.238,135.118,-0.002,203.06,0.007,5.943,5.954,4510.0
6.239,135.117,-0.006,203.059,-0.014,5.943,5.954,4510.0
6.24,135.118,0.0,203.059,-0.03,5.943,5.954,4510.0
6.241,135.118,-0.001,203.06,-0.021,5.943,5.954,4510.0
6.242,135.118,0.036,203.06,0.033,5.943,5.954,4510.0
6.243,135.118,0.019,203.06,0.015,5.943,5.954,4510.0
6.244,135.119,-0.01,203.061,0.016,5.943,5.954,4511.0
6.245,135.119,-0.015,203.061,0.02,5.943,5.954,4511.0
6.246,135.119,-0.031,203.061,-0.023,5.943,5.954,4511.0
6.247,135.119,-0.008,203.062,-0.016,5.943,5.954,4511.0
6.248,135.119,0.01,203.062,0.0,5.943,5.954,4511.0
6.249,135.12,0.004,203.062,0.006,5.943,5.954,4511.0
6.25,135.119,0.012,203.062,0.008,5.943,5.954,4511.0
6.251,135.119,0.014,203.061,0.002,5.943,5.954,4511.0
6.252,135.119,-0.004,203.06,-0.006,5.943,5.954,4511.0
6.253,135.119,0.007,203.06,0.008,5.943,5.954,4511.0
6.254,135.118,0.003,203.059,0.001,5.943,5.954,4511.0
6.255,135.118,-0.031,203.058,-0.031,5.943,5.954,4511.0
6.256,135.118,-0.001,203.058,0.006,5.943,5.954,4511.0
6.257,135.117,0.012,203.057,0.015,5.943,5.954,4511.0
6.258,135.117,-0.014,203.056,-0.016,5.943,5.954,4511.0
6.259,135.117,-0.002,203.056,-0.01,5.943,5.954,4511.0
6.26,135.117,0.014,203.057,0.008,5.943,5.954,4511.0
6.261,135.118,0.01,203.057,0.014,5.943,5.954,4511.0
6.262,135.119,-0.008,203.058,-0.002,5.943,5.954,4511.0
6.263,135.119,0.008,203.059,0.023,5.943,5.954,4511.0
6.264,135.12,0.019,203.06,0.026,5.943,5.954,4511.0
6.265,135.12,-0.009,203.061,-0.017,5.943,5.954,4511.0
6.266,135.121,-0.012,203.062,-0.011,5.943,5.954,4511.0
6.267,135.122,-0.006,203.063,-0.006,5.943,5.954,4511.0
6.268,135.122,-0.007,203.064,-0.018,5.943,5.954,4511.0
6.269,135.123,-0.021,203.065,-0.043,5.943,5.954,4511.0
6.27,135.124,0.008,203.066,-0.003,5.943,5.954,4511.0
6.271,135.125,0.041,203.067,0.051,5.943,5.954,4511.0
6.272,135.125,-0.019,203.068,-0.015,5.943,5.954,4511.0
6.273,135.126,-0.017,203.07,-0.002,5.943,5.954,4511.0
6.274,135.127,0.036,203.071,0.062,5.943,5.954,4511.0
6.275,135.128,0.005,203.072,0.012,5.943,5.954,4511.0
6.276,135.129,-0.025,203.073,-0.032,5.943,5.954,4511.0
6.277,135.13,-0.013,203.075,-0.029,5.943,5.954,4511.0
6.278,135.13,0.007,203.076,-0.004,5.943,5.954,4511.0
6.279,135.131,0.012,203.077,0.01,5.943,5.955,4512.0
6.28,135.132,0.005,203.078,0.002,5.943,5.955,4512.0
6.281,135.132,-0.002,203.078,0.001,5.943,5.955,4512.0
6.282,135.132,-0.012,203.078,-0.017,5.943,5.955,4512.0
6.283,135.133,-0.01,203.079,-0.02,5.943,5.955,4512.0
6.284,135.133,-0.008,203.079,0.002,5.943,5.955,4512.0
6.285,135.133,0.0,203.08,0.011,5.943,5.955,4512.0
6.286,135.134,0.02,203.08,0.033,5.944,5.955,4512.0
6.287,135.134,0.015,203.08,0.032,5.944,5.955,4512.0
6.288,135.135,0.006,203.081,0.0,5.944,5.955,4512.0
6.289,135.135,0.002,203.081,-0.002,5.944,5.955,4512.0
6.29,135.135,-0.013,203.082,-0.021,5.944,5.955,4511.0
6.291,135.136,-0.008,203.083,-0.03,5.944,5.955,4511.0
6.292,135.137,-0.013,203.083,-0.036,5.944,5.955,4511.0
6.293,135.137,-0.012,203.084,-0.026,5.944,5.955,4511.0
6.294,135.138,0.018,203.085,0.047,5.944,5.955,4511.0
6.295,135.138,0.004,203.085,0.037,5.944,5.955,4511.0
6.296,135.139,-0.003,203.086,-0.003,5.944,5.955,4511.0
6.297,135.139,0.009,203.087,0.011,5.944,5.955,4511.0
6.298,135.14,0.004,203.087,0.009,5.944,5.955,4511.0
6.299,135.141,-0.009,203.088,-0.011,5.944,5.955,4511.0
6.3,135.141,-0.009,203.088,-0.011,5.944,5.955,4511.0
6.301,135.141,0.017,203.088,0.018,5.944,5.955,4511.0
6.302,135.141,-0.002,203.089,-0.018,5.944,5.955,4511.0
6.303,135.141,-0.009,203.089,-0.024,5.944,5.955,4511.0
6.304,135.141,0.008,203.089,-0.002,5.944,5.955,4511.0
6.305,135.141,-0.015,203.089,-0.035,5.944,5.955,4511.0
6.306,135.141,0.001,203.089,0.023,5.944,5.955,4511.0
6.307,135.141,0.009,203.09,0.044,5.944,5.955,4511.0
6.308,135.141,0.0,203.09,0.0,5.944,5.955,4511.0
6.309,135.141,0.017,203.09,0.032,5.944,5.955,4511.0
6.31,135.141,-0.006,203.09,0.009,5.944,5.955,4511.0
6.311,135.141,-0.023,203.091,-0.034,5.944,5.955,4511.0
6.312,135.142,0.01,203.092,-0.004,5.944,5.955,4511.0
6.313,135.142,0.005,203.092,-0.033,5.944,5.955,4511.0
6.314,135.143,-0.019,203.093,-0.055,5.944,5.955,4511.0
6.315,135.143,0.016,203.093,0.029,5.944,5.955,4511.0
6.316,135.144,0.006,203.094,0.033,5.944,5.955,4511.0
6.317,135.144,-0.02,203.095,0.005,5.944,5.955,4511.0
6.318,135.144,0.022,203.095,0.056,5.944,5.955,4511.0
6.319,135.145,0.013,203.096,0.022,5.944,5.955,4511.0
6.32,135.144,-0.008,203.095,-0.032,5.944,5.955,4511.0
6.321,135.144,-0.001,203.094,-0.034,5.944,5.955,4511.0
6.322,135.143,-0.02,203.093,-0.047,5.944,5.955,4511.0
6.323,135.143,-0.006,203.093,0.002,5.944,5.955,4511.0
6.324,135.142,0.01,203.092,0.032,5.944,5.955,4511.0
6.325,135.142,0.001,203.091,0.002,5.944,5.955,4510.0
6.326,135.141,0.01,203.09,0.015,5.944,5.955,4510.0
6.327,135.14,-0.002,203.089,-0.005,5.944,5.955,4510.0
6.328,135.14,-0.011,203.089,-0.024,5.944,5.955,4510.0
6.329,135.139,0.004,203.088,0.017,5.944,5.955,4510.0
6.33,135.139,0.007,203.088,0.018,5.944,5.955,4510.0
6.331,135.139,0.003,203.088,0.004,5.944,5.955,4510.0
6.332,135.139,0.001,203.088,0.001,5.944,5.955,4510.0
6.333,135.139,0.002,203.088,0.004,5.944,5.955,4510.0
6.334,135.139,-0.015,203.088,-0.008,5.944,5.955,4510.0
6.335,135.139,-0.012,203.088,-0.021,5.944,5.955,4510.0
6.336,135.139,0.01,203.088,-0.009,5.944,5.955,4510.0
6.337,135.139,0.007,203.088,-0.006,5.944,5.955,4510.0
6.338,135.139,0.006,203.088,-0.001,5.944,5.955,4510.0
6.339,135.139,-0.006,203.088,-0.017,5.944,5.955,4510.0
6.34,135.139,0.006,203.088,0.016,5.944,5.955,4510.0
6.341,135.139,0.002,203.088,0.03,5.944,5.955,4510.0
6.342,135.138,-0.026,203.088,0.004,5.944,5.955,4510.0
6.343,135.138,0.01,203.088,0.048,5.944,5.955,4510.0
6.344,135.138,0.001,203.088,-0.015,5.944,5.955,4510.0
6.345,135.138,-0.004,203.088,-0.047,5.944,5.955,4510.0
6.346,135.138,0.02,203.088,-0.001,5.944,5.955,4510.0
6.347,135.138,-0.002,203.088,-0.02,5.944,5.955,4510.0
6.348,135.138,0.004,203.088,0.014,5.944,5.955,4510.0
6.349,135.138,-0.001,203.088,0.013,5.944,5.955,4511.0
6.35,135.138,-0.011,203.089,-0.014,5.944,5.955,4511.0
6.351,135.139,-0.012,203.09,-0.01,5.944,5.955,4511.0
6.352,135.139,-0.008,203.09,0.004,5.944,5.955,4511.0
6.353,135.14,0.004,203.091,0.012,5.944,5.955,4511.0
6.354,135.14,0.001,203.092,0.005,5.944,5.955,4511.0
6.355,135.141,0.026,203.093,0.035,5.944,5.955,4511.0
6.356,135.141,0.011,203.094,0.003,5.944,5.955,4511.0
6.357,135.142,-0.016,203.095,-0.026,5.944,5.955,4511.0
6.358,135.142,-0.004,203.096,-0.011,5.944,5.955,4511.0
6.359,135.143,0.001,203.097,-0.005,5.944,5.955,4511.0
6.36,135.143,-0.002,203.098,0.002,5.944,5.955,4511.0
6.361,135.143,-0.02,203.099,-0.026,5.944,5.955,4511.0
6.362,135.144,0.007,203.1,0.005,5.944,5.955,4511.0
6.363,135.144,0.008,203.1,0.017,5.944,5.955,4511.0
6.364,135.144,-0.004,203.101,-0.014,5.944,5.955,4511.0
6.365,135.145,0.022,203.102,0.023,5.944,5.955,4511.0
6.366,135.145,-0.004,203.103,0.023,5.944,5.955,4511.0
6.367,135.145,-0.014,203.104,-0.01,5.944,5.955,4511.0
6.368,135.145,0.017,203.105,0.013,5.944,5.955,4511.0
6.369,135.146,0.005,203.106,0.011,5.944,5.955,4511.0
6.37,135.146,-0.026,203.107,-0.041,5.944,5.955,4511.0
6.371,135.147,-0.017,203.107,-0.035,5.944,5.955,4511.0
6.372,135.147,-0.004,203.108,-0.017,5.944,5.955,4511.0
6.373,135.147,0.014,203.109,0.016,5.944,5.955,4511.0
6.374,135.148,0.038,203.11,0.058,5.944,5.955,4511.0
6.375,135.148,-0.005,203.111,0.002,5.944,5.956,4511.0
6.376,135.149,-0.015,203.112,-0.011,5.944,5.956,4511.0
6.377,135.149,0.003,203.113,0.004,5.944,5.956,4511.0
6.378,135.149,-0.017,203.114,-0.022,5.944,5.956,4511.0
6.379,135.15,0.004,203.115,0.002,5.944,5.956,4511.0
6.38,135.15,0.012,203.115,0.016,5.944,5.956,4511.0
6.381,135.151,-0.009,203.116,-0.002,5.944,5.956,4511.0
6.382,135.151,-0.003,203.117,-0.006,5.944,5.956,4511.0
6.383,135.151,0.015,203.118,0.021,5.944,5.956,4511.0
6.384,135.152,-0.004,203.119,-0.014,5.944,5.956,4511.0
6.385,135.152,-0.024,203.12,-0.048,5.944,5.956,4511.0
6.386,135.153,0.013,203.121,0.02,5.944,5.956,4511.0
6.387,135.153,0.019,203.122,0.026,5.944,5.956,4511.0
6.388,135.153,-0.003,203.122,-0.007,5.944,5.956,4511.0
6.389,135.154,-0.012,203.123,-0.014,5.944,5.956,4511.0
6.39,135.154,-0.013,203.123,-0.021,5.944,5.956,4511.0
6.391,135.154,0.019,203.123,0.02,5.944,5.956,4511.0
6.392,135.154,0.015,203.123,0.038,5.944,5.956,4511.0
6.393,135.154,-0.012,203.123,0.02,5.944,5.956,4511.0
6.394,135.154,-0.012,203.123,-0.002,5.944,5.956,4511.0
6.395,135.154,-0.006,203.123,-0.005,5.944,5.956,4511.0
6.396,135.154,0.016,203.123,-0.012,5.944,5.956,4511.0
6.397,135.154,0.004,203.123,-0.055,5.944,5.956,4511.0
6.398,135.154,-0.002,203.123,-0.025,5.944,5.956,4511.0
6.399,135.154,0.004,203.124,0.017,5.944,5.956,4511.0
6.4,135.154,-0.019,203.123,0.008,5.944,5.956,4511.0
6.401,135.154,-0.009,203.123,0.01,5.944,5.956,4511.0
6.402,135.154,0.0,203.123,0.007,5.944,5.956,4511.0
6.403,135.154,0.012,203.123,0.029,5.944,5.956,4511.0
6.404,135.154,0.025,203.123,0.023,5.944,5.956,4511.0
6.405,135.154,0.007,203.123,0.005,5.944,5.956,4511.0
6.406,135.154,-0.005,203.123,0.002,5.944,5.956,4511.0
6.407,135.154,-0.021,203.123,-0.04,5.944,5.956,4511.0
6.408,135.154,-0.009,203.123,-0.02,5.944,5.956,4511.0
6.409,135.154,0.002,203.123,0.002,5.944,5.956,4511.0
6.41,135.153,-0.004,203.122,-0.008,5.944,5.956,4511.0
6.411,135.153,0.004,203.121,-0.003,5.944,5.956,4511.0
6.412,135.152,0.005,203.12,-0.005,5.944,5.956,4511.0
6.413,135.152,0.011,203.118,0.02,5.944,5.956,4511.0
6.414,135.151,-0.005,203.117,0.009,5.944,5.956,4511.0
6.415,135.151,-0.012,203.116,-0.006,5.944,5.956,4511.0
6.416,135.15,0.008,203.115,0.024,5.944,5.956,4511.0
6.417,135.15,0.003,203.114,0.018,5.944,5.956,4511.0
6.418,135.149,0.003,203.112,-0.017,5.944,5.956,4511.0
6.419,135.149,-0.002,203.111,-0.039,5.944,5.956,4511.0
6.42,135.148,-0.006,203.111,0.006,5.944,5.956,4511.0
6.421,135.148,0.009,203.11,0.042,5.944,5.955,4511.0
6.422,135.148,0.003,203.11,0.006,5.944,5.955,4511.0
6.423,135.148,0.002,203.109,-0.012,5.944,5.955,4511.0
6.424,135.148,-0.002,203.109,-0.031,5.944,5.955,4511.0
6.425,135.148,-0.039,203.108,-0.063,5.944,5.955,4511.0
6.426,135.148,-0.013,203.108,-0.012,5.944,5.955,4511.0
6.427,135.148,0.045,203.107,0.066,5.944,5.955,4511.0
6.428,135.148,0.022,203.107,0.055,5.944,5.955,4511.0
6.429,135.148,-0.005,203.107,0.014,5.944,5.955,4511.0
6.43,135.147,-0.008,203.106,-0.004,5.944,5.955,4511.0
6.431,135.147,-0.019,203.105,-0.031,5.944,5.955,4511.0
6.432,135.147,0.004,203.104,-0.013,5.944,5.955,4511.0
6.433,135.146,0.019,203.103,0.019,5.944,5.955,4511.0
6.434,135.146,-0.011,203.102,-0.03,5.944,5.955,4511.0
6.435,135.145,-0.011,203.101,-0.038,5.944,5.955,4511.0
6.436,135.145,0.004,203.1,0.009,5.944,5.955,4511.0
6.437,135.144,-0.005,203.099,0.014,5.944,5.955,4511.0
6.438,135.144,-0.002,203.098,0.024,5.944,5.955,4511.0
6.439,135.144,0.003,203.098,0.017,5.944,5.955,4511.0
6.44,135.143,0.015,203.096,0.018,5.944,5.955,4511.0
6.441,135.142,-0.001,203.095,-0.009,5.944,5.955,4511.0
6.442,135.142,-0.001,203.094,-0.019,5.944,5.955,4511.0
6.443,135.141,0.017,203.093,0.01,5.944,5.955,4511.0
6.444,135.141,-0.048,203.092,-0.066,5.944,5.955,4511.0
6.445,135.14,-0.012,203.09,-0.009,5.944,5.955,4511.0
6.446,135.14,0.05,203.089,0.072,5.944,5.955,4511.0
6.447,135.139,-0.001,203.088,0.003,5.944,5.955,4511.0
6.448,135.138,0.006,203.087,0.019,5.944,5.955,4511.0
6.449,135.138,-0.006,203.086,-0.003,5.944,5.955,4511.0
6.45,135.138,-0.016,203.085,-0.031,5.944,5.955,4511.0
6.451,135.138,0.007,203.085,-0.005,5.944,5.955,4511.0
6.452,135.138,-0.01,203.084,-0.015,5.944,5.955,4511.0
6.453,135.138,-0.013,203.084,-0.026,5.944,5.955,4511.0
6.454,135.138,-0.007,203.083,-0.009,5.944,5.955,4511.0
6.455,135.138,0.026,203.083,0.064,5.944,5.955,4511.0
6.456,135.138,0.029,203.082,0.04,5.944,5.955,4511.0
6.457,135.138,-0.013,203.082,-0.027,5.944,5.955,4511.0
6.458,135.138,-0.013,203.082,-0.016,5.944,5.955,4511.0
6.459,135.139,-0.001,203.081,-0.009,5.944,5.955,4511.0
6.46,135.139,-0.005,203.082,-0.011,5.944,5.955,4511.0
