"TIME","POSITION","R1","R2","CCR"
0.115,0.21,143.574,213.813,4700
0.116,0.21,143.578,213.823,4700
0.117,0.21,143.583,213.832,4700
0.118,0.21,143.588,213.842,4700
0.119,0.21,143.593,213.852,4700
0.12,0.21,143.604,213.866,4700
0.121,0.21,143.615,213.881,4700
0.122,0.21,143.626,213.896,4700
0.123,0.21,143.637,213.911,4700
0.124,0.21,143.648,213.926,4700
0.125,0.21,143.659,213.94,4700
0.126,0.21,143.67,213.955,4700
0.127,0.21,143.681,213.97,4700
0.128,0.21,143.692,213.985,4700
0.129,0.21,143.704,214,4700
0.13,0.21,143.719,214.019,4700
0.131,0.21,143.735,214.038,4700
0.132,0.21,143.751,214.058,4700
0.133,0.21,143.767,214.077,4700
0.134,0.21,143.783,214.097,4700
0.135,0.21,143.799,214.116,4700
0.136,0.21,143.815,214.135,4700
0.137,0.21,143.831,214.155,4700
0.138,0.21,143.847,214.174,4700
0.139,0.21,143.863,214.194,4700
0.14,0.21,143.88,214.214,4700
0.141,0.21,143.896,214.234,4700
0.142,0.21,143.912,214.255,4700
0.143,0.21,143.929,214.275,4700
0.144,0.21,143.945,214.296,4700
0.145,0.21,143.961,214.316,4700
0.146,0.21,143.978,214.336,4700
0.147,0.21,143.994,214.357,4700
0.148,0.21,144.01,214.377,4700
0.149,0.21,144.027,214.398,4700
0.15,0.21,144.042,214.417,4700
0.151,0.21,144.057,214.436,4700
0.152,0.21,144.073,214.455,4700
0.153,0.21,144.088,214.474,4700
0.154,0.21,144.103,214.494,4700
0.155,0.21,144.119,214.513,4700
0.156,0.21,144.134,214.532,4700
0.157,0.21,144.149,214.551,4700
0.158,0.21,144.164,214.57,4700
0.159,0.21,144.18,214.59,4700
0.16,0.21,144.194,214.606,4700
0.161,0.21,144.209,214.623,4700
0.162,0.21,144.223,214.64,4700
0.163,0.21,144.238,214.657,4700
0.164,0.21,144.252,214.674,4700
0.165,0.21,144.267,214.691,4700
0.166,0.21,144.281,214.708,4700
0.167,0.21,144.296,214.725,4700
0.168,0.21,144.31,214.742,4700
0.169,0.21,144.325,214.759,4700
0.17,0.21,144.332,214.77,4700
0.171,0.21,144.34,214.782,4700
0.172,0.21,144.348,214.793,4700
0.173,0.21,144.355,214.805,4700
0.174,0.21,144.363,214.816,4700
0.175,0.21,144.371,214.828,4700
0.176,0.21,144.379,214.839,4700
0.177,0.21,144.386,214.851,4700
0.178,0.21,144.394,214.863,4700
0.179,0.21,144.402,214.874,4700
0.18,0.21,144.406,214.882,4700
0.181,0.21,144.411,214.889,4700
0.182,0.21,144.415,214.897,4700
0.183,0.21,144.42,214.904,4700
0.184,0.21,144.424,214.912,4700
0.185,0.21,144.428,214.919,4700
0.186,0.21,144.433,214.926,4700
0.187,0.21,144.437,214.934,4700
0.188,0.21,144.442,214.941,4700
0.189,0.21,144.446,214.949,4700
0.19,0.21,144.45,214.955,4700
0.191,0.21,144.453,214.961,4700
0.192,0.21,144.456,214.967,4700
0.193,0.21,144.459,214.973,4700
0.194,0.21,144.463,214.979,4700
0.195,0.21,144.466,214.985,4700
0.196,0.21,144.469,214.991,4700
0.197,0.21,144.472,214.997,4700
0.198,0.21,144.476,215.003,4700
0.199,0.21,144.479,215.009,4700
0.2,0.21,144.481,215.013,4700
0.201,0.21,144.483,215.017,4700
0.202,0.21,144.485,215.021,4700
0.203,0.21,144.487,215.025,4700
0.204,0.21,144.489,215.029,4700
0.205,0.21,144.491,215.032,4700
0.206,0.21,144.493,215.036,4700
0.207,0.21,144.495,215.04,4700
0.208,0.21,144.497,215.044,4700
0.209,0.21,144.499,215.048,4700
0.21,0.21,144.499,215.051,4700
0.211,0.21,144.5,215.053,4700
0.212,0.21,144.501,215.056,4700
0.213,0.21,144.501,215.059,4700
0.214,0.21,144.502,215.061,4700
0.215,0.21,144.502,215.064,4700
0.216,0.21,144.503,215.066,4700
0.217,0.21,144.503,215.069,4700
0.218,0.21,144.504,215.072,4700
0.219,0.21,144.505,215.074,4700
0.22,0.21,144.507,215.076,4700
0.221,0.21,144.509,215.079,4700
0.222,0.21,144.511,215.081,4700
0.223,0.21,144.514,215.083,4700
0.224,0.21,144.516,215.086,4700
0.225,0.21,144.518,215.088,4700
0.226,0.21,144.521,215.09,4700
0.227,0.21,144.523,215.093,4700
0.228,0.21,144.525,215.095,4700
0.229,0.21,144.528,215.098,4700
0.23,0.21,144.53,215.1,4700
0.231,0.21,144.531,215.103,4700
0.232,0.21,144.533,215.105,4700
0.233,0.21,144.535,215.108,4700
0.234,0.21,144.537,215.111,4700
0.235,0.21,144.539,215.113,4700
0.236,0.21,144.541,215.116,4700
0.237,0.21,144.542,215.119,4700
0.238,0.21,144.544,215.121,4700
0.239,0.21,144.546,215.124,4700
0.24,0.21,144.547,215.123,4700
0.241,0.21,144.547,215.123,4700
0.242,0.21,144.548,215.122,4700
0.243,0.21,144.548,215.122,4700
0.244,0.21,144.549,215.121,4700
0.245,0.21,144.549,215.12,4700
0.246,0.21,144.55,215.12,4700
0.247,0.21,144.55,215.119,4700
0.248,0.21,144.551,215.119,4700
0.249,0.21,144.552,215.118,4700
0.25,0.21,144.552,215.12,4700
0.251,0.21,144.552,215.121,4700
0.252,0.21,144.552,215.123,4700
0.253,0.21,144.553,215.124,4700
0.254,0.21,144.553,215.126,4700
0.255,0.21,144.553,215.128,4700
0.256,0.21,144.554,215.129,4700
0.257,0.21,144.554,215.131,4700
0.258,0.21,144.554,215.132,4700
0.259,0.21,144.555,215.134,4700
0.26,0.21,144.555,215.135,4700
0.261,0.21,144.555,215.136,4700
0.262,0.21,144.556,215.137,4700
0.263,0.21,144.556,215.138,4700
0.264,0.21,144.557,215.139,4700
0.265,0.21,144.557,215.14,4700
0.266,0.21,144.557,215.141,4700
0.267,0.21,144.558,215.142,4700
0.268,0.21,144.558,215.143,4700
0.269,0.21,144.558,215.145,4700
0.27,0.21,144.557,215.145,4700
0.271,0.21,144.556,215.145,4700
0.272,0.21,144.555,215.146,4700
0.273,0.21,144.554,215.146,4700
0.274,0.21,144.553,215.146,4700
0.275,0.21,144.552,215.147,4700
0.276,0.21,144.551,215.147,4700
0.277,0.21,144.55,215.147,4700
0.278,0.21,144.549,215.148,4700
0.279,0.21,144.548,215.148,4700
0.28,0.21,144.545,215.147,4700
0.281,0.21,144.542,215.145,4700
0.282,0.21,144.539,215.144,4700
0.283,0.21,144.536,215.143,4700
0.284,0.21,144.533,215.142,4700
0.285,0.21,144.53,215.14,4700
0.286,0.21,144.527,215.139,4700
0.287,0.21,144.525,215.138,4700
0.288,0.21,144.522,215.136,4700
0.289,0.21,144.519,215.135,4700
0.29,0.21,144.515,215.134,4700
0.291,0.21,144.511,215.132,4700
0.292,0.21,144.508,215.131,4700
0.293,0.21,144.504,215.129,4700
0.294,0.21,144.5,215.128,4700
0.295,0.21,144.496,215.127,4700
0.296,0.21,144.493,215.125,4700
0.297,0.21,144.489,215.124,4700
0.298,0.21,144.485,215.122,4700
0.299,0.21,144.482,215.121,4700
0.3,0.21,144.477,215.118,4700
0.301,0.21,144.473,215.114,4700
0.302,0.21,144.469,215.111,4700
0.303,0.21,144.465,215.108,4700
0.304,0.21,144.46,215.104,4700
0.305,0.21,144.456,215.101,4700
0.306,0.21,144.452,215.097,4700
0.307,0.21,144.448,215.094,4700
0.308,0.21,144.444,215.091,4700
0.309,0.21,144.439,215.087,4700
0.31,0.21,144.434,215.083,4700
0.311,0.21,144.428,215.078,4700
0.312,0.21,144.422,215.074,4700
0.313,0.21,144.417,215.069,4700
0.314,0.21,144.411,215.064,4700
0.315,0.21,144.405,215.06,4700
0.316,0.21,144.399,215.055,4700
0.317,0.21,144.394,215.051,4700
0.318,0.21,144.388,215.046,4700
0.319,0.21,144.382,215.042,4700
0.32,0.21,144.374,215.034,4700
0.321,0.21,144.367,215.026,4700
0.322,0.21,144.359,215.019,4700
0.323,0.21,144.351,215.011,4700
0.324,0.21,144.343,215.003,4700
0.325,0.21,144.335,214.996,4700
0.326,0.21,144.327,214.988,4700
0.327,0.21,144.319,214.98,4700
0.328,0.21,144.312,214.973,4700
0.329,0.21,144.304,214.965,4700
0.33,0.21,144.294,214.956,4700
0.331,0.21,144.285,214.946,4700
0.332,0.21,144.275,214.937,4700
0.333,0.21,144.266,214.928,4700
0.334,0.21,144.256,214.918,4700
0.335,0.21,144.247,214.909,4700
0.336,0.21,144.237,214.9,4700
0.337,0.21,144.228,214.89,4700
0.338,0.21,144.218,214.881,4700
0.339,0.21,144.209,214.872,4700
0.34,0.21,144.201,214.863,4700
0.341,0.21,144.193,214.855,4700
0.342,0.21,144.185,214.847,4700
0.343,0.21,144.177,214.839,4700
0.344,0.21,144.169,214.831,4700
0.345,0.21,144.161,214.822,4700
0.346,0.21,144.153,214.814,4700
0.347,0.21,144.145,214.806,4700
0.348,0.21,144.137,214.798,4700
0.349,0.21,144.129,214.789,4700
0.35,0.21,144.122,214.781,4700
0.351,0.21,144.114,214.774,4700
0.352,0.21,144.106,214.766,4700
0.353,0.21,144.099,214.758,4700
0.354,0.21,144.091,214.75,4700
0.355,0.21,144.084,214.742,4700
0.356,0.21,144.076,214.734,4700
0.357,0.21,144.068,214.727,4700
0.358,0.21,144.061,214.719,4700
0.359,0.21,144.053,214.711,4700
0.36,0.21,144.045,214.703,4700
0.361,0.21,144.037,214.694,4700
0.362,0.21,144.028,214.686,4700
0.363,0.21,144.02,214.678,4700
0.364,0.21,144.011,214.669,4700
0.365,0.21,144.003,214.661,4700
0.366,0.21,143.995,214.653,4700
0.367,0.21,143.986,214.645,4700
0.368,0.21,143.978,214.636,4700
0.369,0.21,143.97,214.628,4700
0.37,0.21,143.963,214.621,4700
0.371,0.21,143.956,214.615,4700
0.372,0.21,143.949,214.608,4700
0.373,0.21,143.942,214.602,4700
0.374,0.21,143.936,214.595,4700
0.375,0.21,143.929,214.589,4700
0.376,0.21,143.922,214.582,4700
0.377,0.21,143.915,214.576,4700
0.378,0.21,143.908,214.569,4700
0.379,0.21,143.902,214.563,4700
0.38,0.21,143.899,214.56,4700
0.381,0.21,143.896,214.557,4700
0.382,0.21,143.893,214.554,4700
0.383,0.21,143.891,214.551,4700
0.384,0.21,143.888,214.548,4700
0.385,0.21,143.885,214.545,4700
0.386,0.21,143.883,214.542,4700
0.387,0.21,143.88,214.539,4700
0.388,0.21,143.877,214.536,4700
0.389,0.21,143.875,214.534,4700
0.39,0.21,143.87,214.529,4700
0.391,0.21,143.865,214.525,4700
0.392,0.21,143.861,214.52,4700
0.393,0.21,143.856,214.516,4700
0.394,0.21,143.851,214.511,4700
0.395,0.21,143.846,214.507,4700
0.396,0.21,143.842,214.502,4700
0.397,0.21,143.837,214.498,4700
0.398,0.21,143.832,214.493,4700
0.399,0.21,143.828,214.489,4700
0.4,0.21,143.824,214.486,4700
0.401,0.21,143.821,214.483,4700
0.402,0.21,143.818,214.48,4700
0.403,0.21,143.814,214.477,4700
0.404,0.21,143.811,214.474,4700
0.405,0.21,143.808,214.471,4700
0.406,0.21,143.805,214.468,4700
0.407,0.21,143.801,214.465,4700
0.408,0.21,143.798,214.462,4700
0.409,0.21,143.795,214.46,4700
0.41,0.21,143.793,214.457,4700
0.411,0.21,143.792,214.455,4700
0.412,0.21,143.791,214.452,4700
0.413,0.21,143.789,214.45,4700
0.414,0.21,143.788,214.447,4700
0.415,0.21,143.787,214.445,4700
0.416,0.21,143.785,214.443,4700
0.417,0.21,143.784,214.44,4700
0.418,0.21,143.783,214.438,4700
0.419,0.21,143.781,214.435,4700
0.42,0.21,143.78,214.434,4700
0.421,0.21,143.779,214.433,4700
0.422,0.21,143.778,214.432,4700
0.423,0.21,143.777,214.431,4700
0.424,0.21,143.776,214.43,4700
0.425,0.21,143.775,214.429,4700
0.426,0.21,143.774,214.428,4700
0.427,0.21,143.773,214.427,4700
0.428,0.21,143.772,214.426,4700
0.429,0.21,143.771,214.425,4700
0.43,0.21,143.768,214.422,4700
0.431,0.21,143.765,214.419,4700
0.432,0.21,143.762,214.416,4700
0.433,0.21,143.759,214.413,4700
0.434,0.21,143.757,214.41,4700
0.435,0.21,143.754,214.407,4700
0.436,0.21,143.751,214.404,4700
0.437,0.21,143.748,214.401,4700
0.438,0.21,143.745,214.398,4700
0.439,0.21,143.742,214.395,4700
0.44,0.21,143.742,214.395,4700
0.441,0.21,143.742,214.396,4700
0.442,0.21,143.742,214.396,4700
0.443,0.21,143.742,214.397,4700
0.444,0.21,143.743,214.397,4700
0.445,0.21,143.743,214.398,4700
0.446,0.21,143.743,214.398,4700
0.447,0.21,143.743,214.399,4700
0.448,0.21,143.743,214.399,4700
0.449,0.21,143.743,214.4,4700
0.45,0.21,143.741,214.398,4700
0.451,0.21,143.74,214.396,4700
0.452,0.21,143.739,214.394,4700
0.453,0.21,143.737,214.392,4700
0.454,0.21,143.736,214.39,4700
0.455,0.21,143.734,214.388,4700
0.456,0.21,143.733,214.387,4700
0.457,0.21,143.732,214.385,4700
0.458,0.21,143.73,214.383,4700
0.459,0.21,143.729,214.381,4700
0.46,0.21,143.727,214.38,4700
0.461,0.21,143.726,214.378,4700
0.462,0.21,143.724,214.377,4700
0.463,0.21,143.722,214.376,4700
0.464,0.21,143.721,214.374,4700
0.465,0.21,143.719,214.373,4700
0.466,0.21,143.717,214.372,4700
0.467,0.21,143.716,214.37,4700
0.468,0.21,143.714,214.369,4700
0.469,0.21,143.713,214.368,4700
0.47,0.21,143.713,214.368,4700
0.471,0.21,143.713,214.369,4700
0.472,0.21,143.713,214.369,4700
0.473,0.21,143.714,214.37,4700
0.474,0.21,143.714,214.371,4700
0.475,0.21,143.714,214.371,4700
0.476,0.21,143.715,214.372,4700
0.477,0.21,143.715,214.372,4700
0.478,0.21,143.715,214.373,4700
0.479,0.21,143.716,214.373,4700
0.48,0.21,143.715,214.372,4700
0.481,0.21,143.714,214.371,4700
0.482,0.21,143.714,214.369,4700
0.483,0.21,143.713,214.368,4700
0.484,0.21,143.713,214.367,4700
0.485,0.21,143.712,214.365,4700
0.486,0.21,143.711,214.364,4700
0.487,0.21,143.711,214.362,4700
0.488,0.21,143.71,214.361,4700
0.489,0.21,143.71,214.36,4700
0.49,0.21,143.707,214.357,4700
0.491,0.21,143.705,214.354,4700
0.492,0.21,143.703,214.351,4700
0.493,0.21,143.701,214.348,4700
0.494,0.21,143.698,214.345,4700
0.495,0.21,143.696,214.342,4700
0.496,0.21,143.694,214.339,4700
0.497,0.21,143.692,214.337,4700
0.498,0.21,143.689,214.334,4700
0.499,0.21,143.687,214.331,4700
0.5,0.21,143.686,214.33,4700
0.501,0.21,143.686,214.329,4700
0.502,0.21,143.685,214.328,4700
0.503,0.21,143.685,214.327,4700
0.504,0.21,143.684,214.326,4700
0.505,0.21,143.683,214.325,4700
0.506,0.21,143.683,214.324,4700
0.507,0.21,143.682,214.323,4700
0.508,0.21,143.681,214.322,4700
0.509,0.21,143.681,214.321,4700
0.51,0.21,143.681,214.321,4700
0.511,0.21,143.682,214.321,4700
0.512,0.21,143.682,214.321,4700
0.513,0.21,143.683,214.322,4700
0.514,0.21,143.683,214.322,4700
0.515,0.21,143.684,214.322,4700
0.516,0.21,143.684,214.322,4700
0.517,0.21,143.685,214.323,4700
0.518,0.21,143.685,214.323,4700
0.519,0.21,143.686,214.323,4700
0.52,0.21,143.684,214.321,4700
0.521,0.21,143.683,214.319,4700
0.522,0.21,143.681,214.317,4700
0.523,0.21,143.68,214.314,4700
0.524,0.21,143.678,214.312,4700
0.525,0.21,143.677,214.31,4700
0.526,0.21,143.675,214.307,4700
0.527,0.21,143.674,214.305,4700
0.528,0.21,143.672,214.303,4700
0.529,0.21,143.671,214.301,4700
0.53,0.21,143.671,214.301,4700
0.531,0.21,143.671,214.302,4700
0.532,0.21,143.671,214.302,4700
0.533,0.21,143.671,214.302,4700
0.534,0.21,143.671,214.303,4700
0.535,0.21,143.671,214.303,4700
0.536,0.21,143.671,214.304,4700
0.537,0.21,143.671,214.304,4700
0.538,0.21,143.671,214.304,4700
0.539,0.21,143.671,214.305,4700
0.54,0.21,143.672,214.306,4700
0.541,0.21,143.673,214.307,4700
0.542,0.21,143.674,214.308,4700
0.543,0.21,143.675,214.309,4700
0.544,0.21,143.676,214.31,4700
0.545,0.21,143.677,214.311,4700
0.546,0.21,143.678,214.312,4700
0.547,0.21,143.679,214.313,4700
0.548,0.21,143.68,214.314,4700
0.549,0.21,143.682,214.315,4700
0.55,0.21,143.681,214.315,4700
0.551,0.21,143.681,214.315,4700
0.552,0.21,143.68,214.315,4700
0.553,0.21,143.68,214.314,4700
0.554,0.21,143.68,214.314,4700
0.555,0.21,143.679,214.314,4700
0.556,0.21,143.679,214.314,4700
0.557,0.21,143.679,214.314,4700
0.558,0.21,143.678,214.314,4700
0.559,0.21,143.678,214.314,4700
0.56,0.21,143.679,214.314,4700
0.561,0.21,143.679,214.315,4700
0.562,0.21,143.68,214.315,4700
0.563,0.21,143.681,214.315,4700
0.564,0.21,143.682,214.316,4700
0.565,0.21,143.682,214.316,4700
0.566,0.21,143.683,214.317,4700
0.567,0.21,143.684,214.317,4700
0.568,0.21,143.685,214.317,4700
0.569,0.21,143.685,214.318,4700
0.57,0.21,143.685,214.318,4700
0.571,0.21,143.685,214.319,4700
0.572,0.21,143.685,214.319,4700
0.573,0.21,143.685,214.32,4700
0.574,0.21,143.685,214.32,4700
0.575,0.21,143.684,214.321,4700
0.576,0.21,143.684,214.321,4700
0.577,0.21,143.684,214.322,4700
0.578,0.21,143.684,214.322,4700
0.579,0.21,143.684,214.323,4700
0.58,0.21,143.684,214.323,4700
0.581,0.21,143.684,214.322,4700
0.582,0.21,143.684,214.322,4700
0.583,0.21,143.684,214.322,4700
0.584,0.21,143.684,214.321,4700
0.585,0.21,143.684,214.321,4700
0.586,0.21,143.684,214.321,4700
0.587,0.21,143.684,214.321,4700
0.588,0.21,143.684,214.32,4700
0.589,0.21,143.684,214.32,4700
0.59,0.21,143.683,214.319,4700
0.591,0.21,143.681,214.318,4700
0.592,0.21,143.68,214.316,4700
0.593,0.21,143.679,214.315,4700
0.594,0.21,143.677,214.314,4700
0.595,0.21,143.676,214.313,4700
0.596,0.21,143.675,214.312,4700
0.597,0.21,143.673,214.311,4700
0.598,0.21,143.672,214.31,4700
0.599,0.21,143.671,214.309,4700
0.6,0.21,143.67,214.308,4700
0.601,0.21,143.67,214.308,4700
0.602,0.21,143.67,214.307,4700
0.603,0.21,143.67,214.307,4700
0.604,0.21,143.67,214.306,4700
0.605,0.21,143.669,214.306,4700
0.606,0.21,143.669,214.305,4700
0.607,0.21,143.669,214.305,4700
0.608,0.21,143.669,214.304,4700
0.609,0.21,143.668,214.304,4700
0.61,0.21,143.667,214.303,4700
0.611,0.21,143.665,214.302,4700
0.612,0.21,143.663,214.301,4700
0.613,0.21,143.661,214.3,4700
0.614,0.21,143.659,214.299,4700
0.615,0.21,143.658,214.298,4700
0.616,0.21,143.656,214.297,4700
0.617,0.21,143.654,214.296,4700
0.618,0.21,143.652,214.296,4700
0.619,0.21,143.65,214.295,4700
0.62,0.21,143.65,214.294,4700
0.621,0.21,143.651,214.293,4700
0.622,0.21,143.651,214.292,4700
0.623,0.21,143.651,214.292,4700
0.624,0.21,143.651,214.291,4700
0.625,0.21,143.651,214.29,4700
0.626,0.21,143.651,214.289,4700
0.627,0.21,143.651,214.288,4700
0.628,0.21,143.651,214.288,4700
0.629,0.21,143.652,214.287,4700
0.63,0.21,143.651,214.286,4700
0.631,0.21,143.65,214.285,4700
0.632,0.21,143.65,214.284,4700
0.633,0.21,143.649,214.283,4700
0.634,0.21,143.649,214.282,4700
0.635,0.21,143.648,214.281,4700
0.636,0.21,143.647,214.28,4700
0.637,0.21,143.647,214.279,4700
0.638,0.21,143.646,214.278,4700
0.639,0.21,143.646,214.277,4700
0.64,0.21,143.646,214.276,4700
0.641,0.21,143.646,214.275,4700
0.642,0.21,143.646,214.275,4700
0.643,0.21,143.645,214.274,4700
0.644,0.21,143.645,214.274,4700
0.645,0.21,143.645,214.273,4700
0.646,0.21,143.645,214.272,4700
0.647,0.21,143.645,214.272,4700
0.648,0.21,143.645,214.271,4700
0.649,0.21,143.645,214.27,4700
0.65,0.21,143.644,214.27,4700
0.651,0.21,143.644,214.269,4700
0.652,0.21,143.643,214.269,4700
0.653,0.21,143.642,214.268,4700
0.654,0.21,143.641,214.268,4700
0.655,0.21,143.64,214.267,4700
0.656,0.21,143.64,214.266,4700
0.657,0.21,143.639,214.266,4700
0.658,0.21,143.638,214.265,4700
0.659,0.21,143.637,214.265,4700
0.66,0.21,143.637,214.264,4700
0.661,0.21,143.637,214.263,4700
0.662,0.21,143.636,214.263,4700
0.663,0.21,143.636,214.262,4700
0.664,0.21,143.636,214.261,4700
0.665,0.21,143.636,214.26,4700
0.666,0.21,143.635,214.26,4700
0.667,0.21,143.635,214.259,4700
0.668,0.21,143.635,214.258,4700
0.669,0.21,143.635,214.258,4700
0.67,0.21,143.635,214.258,4700
0.671,0.21,143.635,214.259,4700
0.672,0.21,143.635,214.26,4700
0.673,0.21,143.635,214.26,4700
0.674,0.21,143.635,214.261,4700
0.675,0.21,143.634,214.262,4700
0.676,0.21,143.634,214.262,4700
0.677,0.21,143.634,214.263,4700
0.678,0.21,143.634,214.264,4700
0.679,0.21,143.634,214.265,4700
0.68,0.21,143.634,214.265,4700
0.681,0.21,143.634,214.266,4700
0.682,0.21,143.633,214.266,4700
0.683,0.21,143.633,214.267,4700
0.684,0.21,143.632,214.267,4700
0.685,0.21,143.632,214.268,4700
0.686,0.21,143.632,214.269,4700
0.687,0.21,143.631,214.269,4700
0.688,0.21,143.631,214.27,4700
0.689,0.21,143.63,214.27,4700
0.69,0.21,143.631,214.271,4700
0.691,0.21,143.631,214.272,4700
0.692,0.21,143.631,214.273,4700
0.693,0.21,143.632,214.274,4700
0.694,0.21,143.632,214.275,4700
0.695,0.21,143.633,214.275,4700
0.696,0.21,143.633,214.276,4700
0.697,0.21,143.633,214.277,4700
0.698,0.21,143.634,214.278,4700
0.699,0.21,143.634,214.279,4700
0.7,0.21,143.634,214.279,4700
0.701,0.21,143.634,214.279,4700
0.702,0.21,143.634,214.279,4700
0.703,0.21,143.634,214.279,4700
0.704,0.21,143.634,214.279,4700
0.705,0.21,143.634,214.279,4700
0.706,0.21,143.634,214.279,4700
0.707,0.21,143.634,214.279,4700
0.708,0.21,143.634,214.279,4700
0.709,0.21,143.634,214.279,4700
0.71,0.21,143.632,214.278,4700
0.711,0.21,143.631,214.277,4700
0.712,0.21,143.629,214.276,4700
0.713,0.21,143.628,214.275,4700
0.714,0.21,143.627,214.274,4700
0.715,0.21,143.625,214.272,4700
0.716,0.21,143.624,214.271,4700
0.717,0.21,143.623,214.27,4700
0.718,0.21,143.621,214.269,4700
0.719,0.21,143.62,214.268,4700
0.72,0.21,143.62,214.268,4700
0.721,0.21,143.62,214.268,4700
0.722,0.21,143.619,214.267,4700
0.723,0.21,143.619,214.267,4700
0.724,0.21,143.619,214.267,4700
0.725,0.21,143.619,214.267,4700
0.726,0.21,143.618,214.267,4700
0.727,0.21,143.618,214.266,4700
0.728,0.21,143.618,214.266,4700
0.729,0.21,143.618,214.266,4700
0.73,0.21,143.617,214.265,4700
0.731,0.21,143.616,214.265,4700
0.732,0.21,143.614,214.264,4700
0.733,0.21,143.613,214.263,4700
