"TIME","POSITION","RHO_S1","RHO_S1_DIFF","RHO_S2","RHO_S2_DIFF"
5.25,-0.84,7.94392675485664,-0.163006780757263,6.4006062404722,0.660436994586991
5.75,-0.63,7.94025972136627,-0.192362670526741,6.39115306459789,0.600288030816237
6.25,-1.05,7.93690957609757,-0.211351176998827,6.3829325368578,0.561110820243456
6.75,-0.84,7.93390583557856,-0.233035474353562,6.37566965208997,0.493738796915471
7.25,-1.26,7.93126162428121,-0.248274743250628,6.36914253294965,0.454391061012944
7.75,-1.05,7.92897634138077,-0.264807444082392,6.36320088039881,0.395667443174607
8.25,-1.47,7.9270385275565,-0.277271817230312,6.35777186484894,0.348888090207089
8.75,-1.26,7.92541308784929,-0.28867896531829,6.35277453497426,0.304146627261462
9.25,-1.68,7.92406053165662,-0.299982222146297,6.34821517151216,0.259390272146486
9.75,-1.47,7.92294112319537,-0.310171129920348,6.34409292130772,0.215522625655249
10.25,-1.89,7.92202784555019,-0.320700089714382,6.34042640088564,0.174456487302637
10.75,-1.68,7.92130940201303,-0.328531354018587,6.33724173859836,0.138030338626817
11.25,-2.1,7.92077603747285,-0.337978863225179,6.33453830726959,0.102598840152861
11.75,-1.89,7.92042380309892,-0.345690066439496,6.33229474300995,0.0726711116015601
12.25,-2.31,7.92026039835397,-0.354051999467538,6.3304815690718,0.045863345704041
12.75,-2.1,7.92029566978304,-0.361593519283753,6.3290635698131,0.0233726362846874
13.25,-2.52,7.92053725514432,-0.369421898092784,6.32798824777971,0.00331035872604962
13.75,-2.31,7.92098795658883,-0.376305225994688,6.32719430764715,-0.0144958924603795
14.25,-2.73,7.9216370268943,-0.382843437949988,6.32662656234898,-0.0314633073968193
14.75,-2.52,7.92247170718706,-0.389394272112681,6.32623519172755,-0.0479780083315909
15.25,-2.94,7.92348376078519,-0.397092174008853,6.3259933957162,-0.06680008897913
15.75,-2.73,7.92465839553088,-0.40408333339506,6.32588387049191,-0.0853137323545692
16.25,-3.15,7.9259813328893,-0.4125302186287,6.3259048012262,-0.107445073530803
16.75,-2.94,7.92743590985066,-0.420765308717452,6.32606837361845,-0.130644179026877
17.25,-3.36,7.92900996618708,-0.429788579475499,6.32639770358267,-0.157318938167304
17.75,-3.15,7.93069998816395,-0.438516691671791,6.32692928150097,-0.185458661979834
18.25,-3.57,7.93250709144735,-0.448352071401873,6.32771293141704,-0.216978672580945
18.75,-3.36,7.93443662087135,-0.457442450431239,6.32879210634354,-0.248818462585897
19.25,-3.78,7.93648862162544,-0.466776029149026,6.33019707970065,-0.28161682499974
19.75,-3.57,7.93866091037858,-0.475637448593968,6.33194762479318,-0.312984298277748
20.25,-3.99,7.94095028010061,-0.484267213519076,6.33405798659311,-0.344916212927801
20.75,-3.78,7.94335062187858,-0.491620565745509,6.33653150205378,-0.373139845624959
21.25,-4.2,7.94584412628259,-0.497532727170778,6.33936458722221,-0.401066209997518
21.75,-3.99,7.94841453880332,-0.501726328908058,6.34254279628339,-0.424207320960721
22.25,-4.41,7.95104304145745,-0.504587126304676,6.34605333556279,-0.446913565827024
22.75,-4.2,7.95370780579792,-0.506376951077155,6.34987912716402,-0.465842386952947
23.25,-4.62,7.95639236030134,-0.507019398353488,6.35402863210143,-0.486418370747047
23.75,-4.41,7.95908751092222,-0.505743685610434,6.35851420282008,-0.501854224770738
24.25,-4.83,7.96180386700667,-0.505835568607509,6.36333859870094,-0.520594148409854
24.75,-4.62,7.96455478512987,-0.503284042685979,6.36852518515677,-0.534725749330724
25.25,-5.04,7.96737633744454,-0.504664462549173,6.37407428862346,-0.55142695230843
25.75,-4.83,7.97032248908661,-0.503678032132062,6.37999841734378,-0.564133868407769
26.25,-5.25,7.97347144344891,-0.508287327972562,6.38631223952515,-0.578420960572377
26.75,-5.04,7.97690478530682,-0.5120198129486,6.39301000267783,-0.587100982621988
27.25,-5.46,7.98069796663708,-0.520112972585613,6.40007946539679,-0.59610324902968
27.75,-5.25,7.98492914467716,-0.527781253758701,6.40749994477885,-0.597253439535445
28.25,-5.67,7.98965089216872,-0.538882475715359,6.41525436086965,-0.600812171706329
28.75,-5.46,7.99489058000602,-0.548399221764204,6.42332519793559,-0.597266472555397
29.25,-5.88,8.00062245800712,-0.558747046000186,6.43168845061516,-0.597691891332745
29.75,-5.67,8.00678283860392,-0.566060480417638,6.44032799580536,-0.595110657018776
30.25,-6.09,8.0132633349139,-0.571538889423775,6.4492622349843,-0.599977274392591
30.75,-5.88,8.01992873706945,-0.573568892845921,6.45851590760294,-0.60302496065728
31.25,-6.3,8.02663837508016,-0.571980946533605,6.46811432134232,-0.613656263456524
31.75,-6.09,8.03325722613801,-0.565475167734301,6.47808357075082,-0.622314217343902
32.25,-6.51,8.03966477267315,-0.556285238187388,6.48840261407652,-0.634621706055483
32.75,-6.3,8.04578006435068,-0.542309093687386,6.49905981532375,-0.642644300862677
33.25,-6.72,8.05154286708899,-0.527654495809037,6.51000673790259,-0.652415281465322
33.75,-6.51,8.05692316591376,-0.511919701608442,6.52117070389152,-0.657639029365278
34.25,-6.93,8.0619274475186,-0.495814584578197,6.53248670308247,-0.662123112493867
34.75,-6.72,8.0665941321749,-0.479587981176916,6.54387365956628,-0.658934989669402
35.25,-7.14,8.07096356204187,-0.463168260826717,6.55525241420934,-0.654533172720053
35.75,-6.93,8.0750933672366,-0.447795465059123,6.56655383303319,-0.642808665257168
36.25,-7.35,8.07903064751392,-0.431427513098568,6.57771442303105,-0.630437986506788
36.75,-7.14,8.08279862639841,-0.41764461827437,6.58868040010496,-0.615944346903413
37.25,-7.56,8.0864015204606,-0.403494324594897,6.59938055360262,-0.602684948705317
37.75,-7.35,8.08981370170803,-0.392288875704685,6.60974755664666,-0.592287441666877
38.25,-7.77,8.09298735680302,-0.38039145888631,6.61968690411124,-0.581136998187715
38.75,-7.56,8.09585185247065,-0.372194739439166,6.62909109708204,-0.57549893407219
39.25,-7.98,8.09832346463391,-0.36380396475506,6.63782074757896,-0.569231876890718
39.75,-7.77,8.10030462484675,-0.358919196424412,6.64570003142978,-0.566900641124327
40.25,-8.19,8.10170391955812,-0.354074662664665,6.65253956808155,-0.56219314320631
40.75,-7.98,8.10244322342678,-0.352601298038874,6.6581834035876,-0.561175810630062
41.25,-8.4,8.10247887367177,-0.351545841637376,6.66252149449835,-0.555893619334834
41.75,-7.98,8.10179849209914,-0.353427645776369,6.66551532561155,-0.552958025246916
42.25,-8.19,8.1004315393027,-0.354633129523506,6.66720990411397,-0.546336035984332
42.75,-7.77,8.09843373891073,-0.358923884452562,6.66769537451634,-0.541604174954606
43.25,-7.98,8.09588459156079,-0.361326213763765,6.66711967440791,-0.532100984647985
43.75,-7.56,8.09287242811699,-0.366388131851177,6.66566641443989,-0.524928284100194
44.25,-7.77,8.089480267155,-0.370457408461192,6.66351308909137,-0.514401652640414
44.75,-7.35,8.08578030943918,-0.377294824706634,6.66082733034685,-0.507664231217879
45.25,-7.56,8.08183431307023,-0.382131691019859,6.65774903276407,-0.497078903307242
45.75,-7.14,8.07769176163169,-0.388885989686501,6.65438860168639,-0.490470541627069
46.25,-7.35,8.0733946153157,-0.393416083739,6.65083342832104,-0.481294781389692
46.75,-6.93,8.06897564342248,-0.398874643828157,6.64714051883996,-0.475383784729903
47.25,-7.14,8.06445825100651,-0.401682431187088,6.64334965728537,-0.466925176124229
47.75,-6.72,8.05987114965855,-0.404308825942513,6.6394913478824,-0.460509195071415
48.25,-6.93,8.05523658688755,-0.405056316217532,6.63558750766129,-0.453870234193322
48.75,-6.51,8.05057043458269,-0.405864697716411,6.6316399486646,-0.448901879781453
49.25,-6.72,8.04589536285241,-0.405451523669381,6.62766226142391,-0.444029156801905
49.75,-6.3,8.04122837658022,-0.40523105389502,6.62367287555026,-0.440442047305026
50.25,-6.51,8.03658185346309,-0.40393892532882,6.61968209387963,-0.437621251840311
50.75,-6.09,8.03197391654162,-0.402711827145943,6.61570554240927,-0.436099066989737
51.25,-6.3,8.02741386791108,-0.401347442375582,6.61175679149228,-0.435533966722546
51.75,-5.88,8.02290945670505,-0.400543732867306,6.60785315674276,-0.435519356475784
52.25,-6.09,8.01846734890549,-0.39992429938016,6.60400985800011,-0.435325610583574
52.75,-5.67,8.01409048485983,-0.399994137512236,6.60024604187875,-0.434741469881089
53.25,-5.88,8.00977973107794,-0.399979785518951,6.59657742819107,-0.433150374813748
53.75,-5.46,8.00553835183661,-0.399983145077981,6.59302139283951,-0.429252264855511
54.25,-5.67,8.00136274850153,-0.399228259400851,6.58958724369089,-0.422839596345474
54.75,-5.25,7.99724928468755,-0.398542065106096,6.58627561107053,-0.414632784530341
55.25,-5.46,7.99319327710962,-0.397000294249258,6.58308821227153,-0.404441306340975
55.75,-5.04,7.98918756819659,-0.394901901626534,6.58002339020775,-0.392234041820631
56.25,-5.25,7.98522178043634,-0.391320871941433,6.57706576539498,-0.378423455715482
56.75,-4.83,7.9812918604159,-0.387033389780454,6.57420703809298,-0.364183522070364
57.25,-5.04,7.97739423087952,-0.382109681554017,6.5714351404668,-0.350472681842931
57.75,-4.62,7.97352490710611,-0.376423187227817,6.56873495133292,-0.336679480628708
58.25,-4.83,7.96968771366099,-0.369972551039892,6.56609901726906,-0.323420871839078
58.75,-4.41,7.96589374492634,-0.363116050687874,6.56353822733947,-0.309610746610463
59.25,-4.62,7.96215131042532,-0.355992908711258,6.56105787665716,-0.296620224178517
59.75,-4.2,7.9584751770617,-0.349112066670491,6.55867319349205,-0.283214200203565
60.25,-4.41,7.95488065861091,-0.34293679559995,6.55640604591949,-0.270200865313359
60.75,-3.99,7.95137832713598,-0.336939114530529,6.55428209793351,-0.256327245477468
61.25,-4.2,7.94797225894136,-0.330460845185849,6.55231897224564,-0.241653843821213
61.75,-3.78,7.94467834905141,-0.323594353877082,6.55054431965748,-0.225556750222237
62.25,-3.99,7.94149665433848,-0.315291811531971,6.54896875137778,-0.207514413154765
62.75,-3.57,7.93845478742,-0.303986122590784,6.54763069264036,-0.184968314915172
63.25,-3.78,7.93556131286099,-0.28966520370595,6.54654465551079,-0.159623284352035
63.75,-3.36,7.93280289957715,-0.273641743162044,6.54569793100275,-0.131346368394162
64.25,-3.57,7.93019641263162,-0.254511016627706,6.54510577430329,-0.100181098155806
64.75,-3.15,7.92775015672711,-0.232236866067642,6.54478039544752,-0.0647029816809737
65.25,-3.36,7.92546374453744,-0.208007261525251,6.54472210803804,-0.0284386266382085
65.75,-2.94,7.92332452450722,-0.184092369391546,6.54492902539991,0.00864349296056024
66.25,-3.15,7.92131245551812,-0.161344233602743,6.54539352606199,0.042723265237863
66.75,-2.73,7.91940451773493,-0.142092843746181,6.5461095395269,0.0746962519794809
67.25,-2.94,7.91756828983338,-0.127820777111878,6.54705525308704,0.100701707839293
67.75,-2.52,7.91577367724411,-0.118847633688554,6.54821864502031,0.123111474824007
68.25,-2.73,7.91398988687219,-0.11441021525552,6.54958350700527,0.140170144983509
68.75,-2.31,7.91219687961979,-0.114042235976361,6.55113731233761,0.155265358921199
69.25,-2.52,7.91038671333302,-0.114879618475397,6.55288059093228,0.16878507336905
69.75,-2.1,7.90856579726578,-0.116029929880244,6.55482911587463,0.18480114989744
70.25,-2.31,7.90675135500075,-0.115721975410214,6.55699863976098,0.201556021384607
70.75,-1.89,7.90496920917375,-0.11288873943716,6.55942519627093,0.224112223287403
71.25,-2.1,7.90324621545972,-0.108186482696555,6.5621405329414,0.246232597357745
71.75,-1.68,7.90159911952287,-0.101141006233074,6.56517084179721,0.273757429925685
72.25,-1.89,7.90003554450496,-0.0907767959427363,6.56853646070791,0.301715576794089
72.75,-1.47,7.89853888475063,-0.0820006930318883,6.57226043611567,0.332967959314126
73.25,-1.68,7.89710304395372,-0.0701863922812944,6.57638233842053,0.362728472833715
73.75,-1.26,7.89571311230464,-0.0596521026708213,6.58094166740642,0.397099622750189
74.25,-1.47,7.89433152677309,-0.0487734169239026,6.58595215754978,0.428527190364968
74.75,-1.05,7.89293731964327,-0.0381478047761501,6.591435467139,0.463981746400518
75.25,-1.26,7.89149406135251,-0.0280647526781646,6.59733990189476,0.499240485955778
75.75,-0.84,7.88997414233245,-0.0178696755057703,6.60357232099622,0.536638287180291
76.25,-1.05,7.88836780321534,-0.00884161762227915,6.6100299983606,0.573491464895109
76.75,-0.63,7.8866656155682,-0.00263038125431221,6.61654467806658,0.608806302845179
