TIME,POSITION,rho1,rho1AbsError,rho2,rho2AbsError,h,hAbsError,RMS_BASE,RMS_DIFF
2.75,0.21,0.546399674799311,21020.55884410485,4.87785165838741,671790.1895464917,4.5361585727218617E-4,49.825568015203466,0.08252906920044853,0.17641481346254892
3.25,0.63,0.8591401863104846,21086.31786579874,4.876362983988872,316055.2296955793,8.855936709249982E-4,63.24277740320453,0.08260199762741653,0.26564784204481895
3.75,0.42,0.986280607290287,30452.55278925084,4.875235301669374,365671.7491623219,9.024299561372001E-4,81.90822203686491,0.08266273682824826,0.4119490443149286
4.25,0.84,1.0914190966210477,42125.819371091755,4.874591602470847,431149.1311456902,8.893127278369283E-4,101.87986716483566,0.08269908112792178,0.6433782087294735
4.75,0.63,2.3462597521769393,14091.757939101619,4.874469880802201,46865.54309386972,0.004397339582755,96.91435653991496,0.08270510514715193,0.9198471499533447
5.25,1.05,1.860313399851133,27254.28220659138,4.87485115341072,125535.17985744125,0.0023441319735752323,113.32568630017495,0.08268353242842769,1.1475507122343127
5.75,0.84,1.307409457683777,52480.50584589264,4.87575444330168,406738.3777775611,0.0010334744874984129,126.01859960824407,0.08264255109521611,1.3257764322702805
6.25,1.26,2.314953600749636,24611.79974162226,4.8771713012270155,83427.02980325834,0.0032716934140744405,126.58565783283329,0.08258653663441783,1.7406197575440092
6.75,1.05,NaN,NaN,NaN,NaN,NaN,0.0,NaN,NaN
7.25,1.47,NaN,NaN,NaN,NaN,NaN,0.0,NaN,NaN
7.75,1.26,NaN,NaN,NaN,NaN,NaN,0.0,NaN,NaN
8.25,1.68,NaN,NaN,NaN,NaN,NaN,0.0,NaN,NaN
8.75,1.47,4.642453859449536,0.006553000574811952,3.4134144819641805,0.06445835371745659,22.119882617458035,1.6276315273947803,0.11493404383566008,0.13577182912954155
9.25,1.89,4.763151261885242,0.0021506140282964636,4.642726062638335,0.004037630989595682,8.129158565032473,0.287896376644857,0.0957971814005483,0.09579718135904657
9.75,1.68,4.8098429394257955,0.0018533479347996778,4.719960006845822,0.002899893661501984,6.474360030408096,0.21035993666122893,0.09084941125907368,0.09084941127320141
10.25,2.1,4.817855133244532,0.002069342133208537,4.717955893326324,0.00319711899776439,6.3769515785273025,0.20555113960982324,0.0906461307906884,0.09064613083231751
10.75,1.89,4.819275219397958,0.002588980816989932,4.693764680437968,0.004064568282174009,6.587224377146766,0.21613581839397472,0.09150886025552707,0.09150886026326144
11.25,2.31,4.8187514801175135,0.0033058741727386865,4.65605900188841,0.005330245997566626,6.91438181136351,0.23205917554821812,0.09286062781519239,0.0928606278849006
11.75,2.1,4.8158589683203346,0.00406636962063701,4.609982334531277,0.006787925774155396,7.31317594687048,0.25089898447743314,0.09449248695414433,0.09449248697867534
12.25,2.52,4.81409897729533,0.004667003538778846,4.571460308129495,0.008004842223402291,7.620646038754697,0.265235625217119,0.09577397726393536,0.09577397727720757
12.75,2.31,4.817138400679773,0.005035754322264469,4.5537257478191275,0.008677770028560803,7.701931481479632,0.26907736595799525,0.09624236856418188,0.09624236854820849
13.25,2.73,4.825005252462613,0.00533661716642149,4.5490571347203685,0.009070763272762496,7.611849793868746,0.2650229862801882,0.09617468163914161,0.09617468160814775
13.75,2.52,4.839908284019027,0.005688155157979313,4.55444358823229,0.009339519923646827,7.335334092640311,0.2523838379799013,0.09560772675799124,0.09560772672042278
14.25,2.94,4.861800150844948,0.006072601213179871,4.568462627471021,0.009488917452224209,6.91365040533139,0.2328058768123675,0.09463661419630025,0.09463661423286525
14.75,2.73,4.886647967560428,0.006328319306315981,4.589197446583318,0.009403855291947106,6.457833720818961,0.2108147979804246,0.09348220115566615,0.09348220118234304
15.25,3.15,4.909660848748991,0.006373788649392967,4.611767496604267,0.009095697941389537,6.067249958179377,0.1907605226203423,0.09240671368198013,0.09240671370668538
15.75,2.94,4.926090889817681,0.0064086374318213825,4.624583088080858,0.008938031852103826,5.846987489107592,0.1787500539240833,0.09183625515215854,0.0918362551818198
16.25,3.36,4.936189319549094,0.006673489753590562,4.62206201469178,0.009239464101418177,5.804406827628182,0.17642851810767454,0.09190269504390577,0.09190269502514124
16.75,3.15,4.946305932257784,0.006991845518428075,4.617494763713432,0.009624914414213889,5.783188070307287,0.1753146673417266,0.09204841819697288,0.09204841823983302
17.25,3.57,4.964143464098701,0.006886967430609252,4.634004664234406,0.009287053059628556,5.574876562421052,0.16309375868848686,0.09142103030708228,0.0914210303191535
17.75,3.36,4.991216791231429,0.006042108401624937,4.675698338818844,0.007858155146053179,5.15319662407333,0.13559198370063721,0.08989158224034134,0.08989158226076968
18.25,3.78,327.4966221123318,21431.200043602024,4.937546182232708,324.50117437197054,0.10575529290484133,6.890084377076835E-5,0.08184887355696063,0.19631565645671123
18.75,3.57,5.054950018575864,0.0028250112406199073,4.766075837461522,0.0034052568737042515,4.274922642746531,0.05975192056208275,0.08663551827811933,0.08663551825776714
19.25,3.99,5.075173108273736,0.0023788390353509455,4.776274934142513,0.002827376182212828,4.171679059719749,0.0484170714994115,0.08628464052384525,0.08628464048208698
19.75,3.78,5.084734818751703,0.003185707797716104,4.762355156480111,0.003809777249239102,4.276699556603073,0.0601323210430467,0.08680054858278372,0.08680054856966941
20.25,4.2,5.088562862877625,0.004784951490171213,4.7330022188678855,0.005807973068486247,4.509535623257404,0.08370333239975132,0.0878449328997142,0.08784493294952772
20.75,3.99,5.085350039770308,0.007307570418029407,4.677494641113863,0.009096895905630167,4.924577166763472,0.11936801293329226,0.08974784914666545,0.08974784918778435
