TIME,POSITION,rho1,rho1AbsError,rho2,rho2AbsError,h,hAbsError,RMS_BASE,RMS_DIFF
219.25,-0.42,7.623373954436824,0.006504574780265049,6.579394536073286,0.04091213055858696,18.01027863590365,1.443710468135675,0.07890258175736894,4.377271513364267
219.75,0,NaN,NaN,NaN,NaN,NaN,0.0,NaN,NaN
220.25,-0.42,NaN,NaN,NaN,NaN,NaN,0.0,NaN,NaN
220.75,-0.21,NaN,NaN,NaN,NaN,NaN,0.0,NaN,NaN
221.25,-0.63,NaN,NaN,NaN,NaN,NaN,0.0,NaN,NaN
221.75,-0.42,NaN,NaN,NaN,NaN,NaN,0.0,NaN,NaN
222.25,-0.84,NaN,NaN,NaN,NaN,NaN,0.0,NaN,NaN
222.75,-0.63,NaN,NaN,NaN,NaN,NaN,0.0,NaN,NaN
223.25,-1.05,NaN,NaN,NaN,NaN,NaN,0.0,NaN,NaN
223.75,-0.84,NaN,NaN,NaN,NaN,NaN,0.0,NaN,NaN
224.25,-1.26,NaN,NaN,NaN,NaN,NaN,0.0,NaN,NaN
224.75,-1.05,NaN,NaN,NaN,NaN,NaN,0.0,NaN,NaN
225.25,-1.47,NaN,NaN,NaN,NaN,NaN,0.0,NaN,NaN
225.75,-1.26,NaN,NaN,NaN,NaN,NaN,0.0,NaN,NaN
226.25,-1.68,NaN,NaN,NaN,NaN,NaN,0.0,NaN,NaN
226.75,-1.47,NaN,NaN,NaN,NaN,NaN,0.0,NaN,NaN
227.25,-1.89,NaN,NaN,NaN,NaN,NaN,0.0,NaN,NaN
227.75,-1.68,NaN,NaN,NaN,NaN,NaN,0.0,NaN,NaN
228.25,-2.1,4.689131385622929,54251.66487971756,7.154238800624895,107666.24641641503,0.0034743002449240394,198.76692113053133,0.07638439092382224,4.443021625156764
228.75,-1.89,1.7806393270150809,88172.56444743149,7.152880631163507,634708.0632247503,8.034805939868608E-4,119.63119545607346,0.07672218788918635,1.3533495841439431
229.25,-2.31,1.4436365280386454,66103.41501011507,7.151796791461633,647373.4946493688,6.844434714119299E-4,92.14847844695362,0.0770431047133062,0.8952662793382294
229.75,-2.1,1.5160719113692493,46212.110906263355,7.150977334410625,420720.95801757614,8.793922418710879E-4,79.15920568959699,0.0773463508922122,0.6950268147500632
230.25,-2.52,1.089887209395143,57514.75040903047,7.150414022154698,865556.0508705633,4.854091875088141E-4,73.96300277708342,0.0776315932320376,0.5850072335774467
230.75,-2.31,0.986235092146755,57133.09615478934,7.1501088347970265,1006451.3177698196,4.200743284557988E-4,69.96282004228749,0.0778991857037201,0.5151958280365643
231.25,-2.73,0.8908549743438943,58846.40803978228,7.150052072269445,1219900.8011156886,3.559312317017973E-4,67.35308078961518,0.07814979241005961,0.4693420086060039
231.75,-2.52,0.9437227633977693,51673.42008818545,7.150224055177213,976491.7895748342,4.1376138328137806E-4,65.02517831465163,0.07838486699098021,0.4358806639901341
232.25,-2.94,0.35825170876860507,132258.98916760812,7.150605829062887,1.3030190221572533E7,6.091360619171468E-5,63.57863252107762,0.07860497956480511,0.4038016196012717
232.75,-2.73,0.9525876089361132,43846.595391228206,7.151195043577513,816394.1814025613,4.554249258615585E-4,60.18481729473582,0.07881018317703252,0.3698187569081442
233.25,-3.15,1.2449489570345302,29769.37752801661,7.151967719195678,364713.2534825291,8.208637656557873E-4,57.08367731760102,0.07900164873105042,0.33518541371268784
233.75,-2.94,1.5612278750464643,20751.892647867146,7.15290856290623,180943.775872463,0.0013692754816398334,53.8937030131899,0.07917967697199325,0.2986769040742021
234.25,-3.36,1.130112812641309,28263.542782390596,7.154005088496542,402144.991522506,7.302532414255004E-4,52.82047180959177,0.07934345954288938,0.2599147874014251
234.75,-3.15,1.5145507073623827,18357.2578678978,7.155271087470339,167463.63699827637,0.001392483759135045,49.827558054426476,0.0794938649695562,0.22135965709172284
235.25,-3.57,0.9819770486927945,28315.003888584004,7.15666839046754,502659.45853136847,5.924069099781297E-4,49.09409973619277,0.07963155815328823,0.18388473603404049
235.75,-3.36,1.2702577724571298,19603.259438526162,7.158206175397682,233085.7938632579,0.0010411143594782077,46.78095609691263,0.07975824362535582,0.14976249467540045
236.25,-3.78,1.1188024845743623,21165.139415787824,7.159865520244927,306141.3951485469,8.307826803058249E-4,45.428101432384594,0.07987466017825777,0.11855603888397548
236.75,-3.57,1.8732077235343763,10260.005673855727,7.161660314395405,68750.5314585187,0.0025307924006886012,41.96009806186381,0.07998267988777262,0.08979126078581195
237.25,-3.99,7.014056016612752,0.02903867006241978,7.137309251760124,0.033609693467755004,1.4079020751168134,0.8051501769620202,0.08210733013794484,0.08210733007137043
237.75,-3.78,7.009177009340735,0.005524429237493094,7.128776833160665,0.006024890886965735,2.236905737432819,0.26777923669736725,0.0838187524619441,0.08381875250244718
238.25,-4.2,7.070127205862569,0.002629614851536564,7.205142481645294,0.0030701275838928357,2.8019237905884675,0.09150875125714523,0.08173746552575104,0.08173746549295138
238.75,-3.99,7.141630406362012,2.524327710381054E-4,7.295847833111627,3.2508289787660003E-4,3.234669617134312,0.004594211046816591,0.08008201950977269,0.08008201951706251
239.25,-4.41,7.115807055562513,0.0014232704201533333,7.286616107908766,0.0017334630819212423,3.572907567477833,0.04584679395569246,0.08099559256093536,0.08099559251272369
239.75,-4.2,7.137806381926202,0.0025836467368237363,7.324026830854362,0.0032282729998729656,3.8420121492114507,0.07830519326486439,0.0807364957379429,0.08073649574019287
240.25,-4.62,7.155521947889662,0.0034384684595096457,7.354797438938788,0.004379270949212031,4.069223491055007,0.10182307238288135,0.08062075914552701,0.08062075913289113
240.75,-4.41,7.171078850340616,0.004073660392723276,7.381286793126396,0.005271880289649526,4.263530883257523,0.11972306926172725,0.08056486727628076,0.08056486729407204
241.25,-4.83,7.186137987246745,0.004595875377524597,7.406487466382252,0.006038530889453324,4.447522852513871,0.13515474886840342,0.08053711393214982,0.08053711394191705
241.75,-4.62,7.201291012984192,0.005067094441135611,7.4324873041318815,0.006762349249196484,4.633544514634281,0.14952470773404528,0.08053523074347774,0.08053523069361748
242.25,-5.04,7.217366535011494,0.005517536545286868,7.460865877522826,0.0074908230702362575,4.833155203400479,0.16382119466353431,0.08056133832595036,0.08056133838306417
242.75,-4.83,7.2358584562314086,0.00603648332261309,7.496874737900038,0.008376269462900883,5.076917976093942,0.18002105605037877,0.08064374129498736,0.08064374132342124
243.25,-5.25,7.257952780573938,0.006712387212112452,7.54732286536678,0.0096010809111028,5.395802475566878,0.1996416689497931,0.08084676701972025,0.08084676703906205
243.75,-5.04,7.283079569691267,0.007544223447517582,7.6151435695019245,0.011232028597137485,5.7881982726511865,0.22213073140316975,0.08123385604629944,0.08123385605315397
244.25,-5.46,7.307707823768526,0.008417493163947102,7.69313201758927,0.01310185005957629,6.192271815779925,0.24417003918091665,0.08178008945385053,0.08178008951716735
244.75,-5.25,7.329994429744948,0.009302455766187507,7.776854985166881,0.015146854982849877,6.572457772970597,0.2644271471136885,0.08242967273340243,0.08242967276728921
245.25,-5.67,7.34561874652424,0.010030547006175039,7.845554962865293,0.01687886427777889,6.83018352595112,0.2780856640701265,0.08298867108637824,0.08298867106823633
245.75,-5.46,7.354308545418844,0.010476090353221985,7.884975825269604,0.017886855347811054,6.934430246724307,0.2835990578204158,0.083323564193655,0.08332356421227602
246.25,-5.88,7.35646810195735,0.010595630947341906,7.88980119624581,0.017999486867199148,6.885283962850374,0.280940351923602,0.08338915918569395,0.08338915916887905
