"TIME","POSITION","R1","R2","CCR"
0.101,-0.15,164.588,308.859,4700
0.102,-0.15,164.586,308.855,4700
0.103,-0.15,164.585,308.851,4700
0.104,-0.15,164.583,308.848,4700
0.105,-0.15,164.582,308.844,4700
0.106,-0.15,164.58,308.84,4700
0.107,-0.15,164.578,308.836,4700
0.108,-0.15,164.577,308.832,4700
0.109,-0.15,164.575,308.829,4700
0.11,-0.15,164.574,308.825,4700
0.111,-0.15,164.572,308.822,4700
0.112,-0.15,164.571,308.819,4700
0.113,-0.15,164.569,308.815,4700
0.114,-0.15,164.568,308.812,4700
0.115,-0.15,164.566,308.809,4700
0.116,-0.15,164.565,308.805,4700
0.117,-0.15,164.563,308.802,4700
0.118,-0.15,164.562,308.799,4700
0.119,-0.15,164.56,308.795,4700
0.12,-0.15,164.559,308.792,4700
0.121,-0.15,164.558,308.788,4700
0.122,-0.15,164.557,308.785,4700
0.123,-0.15,164.555,308.781,4700
0.124,-0.15,164.554,308.777,4700
0.125,-0.15,164.553,308.774,4700
0.126,-0.15,164.552,308.77,4700
0.127,-0.15,164.551,308.767,4700
0.128,-0.15,164.549,308.763,4700
0.129,-0.15,164.548,308.76,4700
0.13,-0.15,164.548,308.756,4700
0.131,-0.15,164.547,308.753,4700
0.132,-0.15,164.547,308.75,4700
0.133,-0.15,164.547,308.747,4700
0.134,-0.15,164.546,308.744,4700
0.135,-0.15,164.546,308.741,4700
0.136,-0.15,164.545,308.738,4700
0.137,-0.15,164.545,308.735,4700
0.138,-0.15,164.545,308.732,4700
0.139,-0.15,164.544,308.729,4700
0.14,-0.15,164.544,308.728,4700
0.141,-0.15,164.544,308.727,4700
0.142,-0.15,164.544,308.727,4700
0.143,-0.15,164.543,308.726,4700
0.144,-0.15,164.543,308.726,4700
0.145,-0.15,164.543,308.725,4700
0.146,-0.15,164.543,308.724,4700
0.147,-0.15,164.543,308.724,4700
0.148,-0.15,164.543,308.723,4700
0.149,-0.15,164.543,308.722,4700
0.15,-0.15,164.543,308.723,4700
0.151,-0.15,164.544,308.723,4700
0.152,-0.15,164.544,308.724,4700
0.153,-0.15,164.545,308.724,4700
0.154,-0.15,164.545,308.724,4700
0.155,-0.15,164.546,308.725,4700
0.156,-0.15,164.546,308.725,4700
0.157,-0.15,164.547,308.726,4700
0.158,-0.15,164.548,308.726,4700
0.159,-0.15,164.548,308.726,4700
0.16,-0.15,164.549,308.726,4700
0.161,-0.15,164.55,308.726,4700
0.162,-0.15,164.551,308.726,4700
0.163,-0.15,164.551,308.726,4700
0.164,-0.15,164.552,308.726,4700
0.165,-0.15,164.553,308.726,4700
0.166,-0.15,164.554,308.725,4700
0.167,-0.15,164.555,308.725,4700
0.168,-0.15,164.555,308.725,4700
0.169,-0.15,164.556,308.725,4700
0.17,-0.15,164.556,308.725,4700
0.171,-0.15,164.557,308.726,4700
0.172,-0.15,164.557,308.726,4700
0.173,-0.15,164.558,308.726,4700
0.174,-0.15,164.558,308.726,4700
0.175,-0.15,164.558,308.726,4700
0.176,-0.15,164.559,308.727,4700
0.177,-0.15,164.559,308.727,4700
0.178,-0.15,164.56,308.727,4700
0.179,-0.15,164.56,308.727,4700
0.18,-0.15,164.56,308.728,4700
0.181,-0.15,164.559,308.728,4700
0.182,-0.15,164.559,308.729,4700
0.183,-0.15,164.559,308.729,4700
0.184,-0.15,164.558,308.73,4700
0.185,-0.15,164.558,308.73,4700
0.186,-0.15,164.558,308.731,4700
0.187,-0.15,164.558,308.731,4700
0.188,-0.15,164.557,308.732,4700
0.189,-0.15,164.557,308.733,4700
0.19,-0.15,164.558,308.734,4700
0.191,-0.15,164.559,308.736,4700
0.192,-0.15,164.56,308.737,4700
0.193,-0.15,164.561,308.739,4700
0.194,-0.15,164.562,308.741,4700
0.195,-0.15,164.564,308.742,4700
0.196,-0.15,164.565,308.744,4700
0.197,-0.15,164.566,308.745,4700
0.198,-0.15,164.567,308.747,4700
0.199,-0.15,164.568,308.749,4700
0.2,-0.15,164.568,308.748,4700
0.201,-0.15,164.569,308.748,4700
0.202,-0.15,164.57,308.748,4700
0.203,-0.15,164.57,308.747,4700
0.204,-0.15,164.571,308.747,4700
0.205,-0.15,164.571,308.747,4700
0.206,-0.15,164.572,308.747,4700
0.207,-0.15,164.572,308.746,4700
0.208,-0.15,164.573,308.746,4700
0.209,-0.15,164.573,308.746,4700
0.21,-0.15,164.574,308.748,4700
0.211,-0.15,164.575,308.749,4700
0.212,-0.15,164.575,308.751,4700
0.213,-0.15,164.576,308.753,4700
0.214,-0.15,164.576,308.755,4700
0.215,-0.15,164.577,308.757,4700
0.216,-0.15,164.578,308.759,4700
0.217,-0.15,164.578,308.761,4700
0.218,-0.15,164.579,308.762,4700
0.219,-0.15,164.58,308.764,4700
0.22,-0.15,164.581,308.765,4700
0.221,-0.15,164.583,308.766,4700
0.222,-0.15,164.584,308.767,4700
0.223,-0.15,164.586,308.768,4700
0.224,-0.15,164.587,308.769,4700
0.225,-0.15,164.589,308.769,4700
0.226,-0.15,164.59,308.77,4700
0.227,-0.15,164.592,308.771,4700
0.228,-0.15,164.593,308.772,4700
0.229,-0.15,164.595,308.773,4700
0.23,-0.15,164.595,308.776,4700
0.231,-0.15,164.596,308.78,4700
0.232,-0.15,164.596,308.784,4700
0.233,-0.15,164.597,308.788,4700
0.234,-0.15,164.597,308.791,4700
0.235,-0.15,164.598,308.795,4700
0.236,-0.15,164.598,308.799,4700
0.237,-0.15,164.599,308.802,4700
0.238,-0.15,164.6,308.806,4700
0.239,-0.15,164.6,308.81,4700
0.24,-0.15,164.601,308.81,4700
0.241,-0.15,164.601,308.81,4700
0.242,-0.15,164.602,308.81,4700
0.243,-0.15,164.602,308.81,4700
0.244,-0.15,164.603,308.81,4700
0.245,-0.15,164.603,308.81,4700
0.246,-0.15,164.604,308.81,4700
0.247,-0.15,164.605,308.81,4700
0.248,-0.15,164.605,308.81,4700
0.249,-0.15,164.606,308.81,4700
0.25,-0.15,164.607,308.813,4700
0.251,-0.15,164.608,308.815,4700
0.252,-0.15,164.608,308.818,4700
0.253,-0.15,164.609,308.82,4700
0.254,-0.15,164.61,308.823,4700
0.255,-0.15,164.611,308.825,4700
0.256,-0.15,164.612,308.828,4700
0.257,-0.15,164.613,308.831,4700
0.258,-0.15,164.614,308.833,4700
0.259,-0.15,164.615,308.836,4700
0.26,-0.15,164.615,308.836,4700
0.261,-0.15,164.616,308.836,4700
0.262,-0.15,164.616,308.835,4700
0.263,-0.15,164.616,308.835,4700
0.264,-0.15,164.617,308.835,4700
0.265,-0.15,164.617,308.835,4700
0.266,-0.15,164.617,308.835,4700
0.267,-0.15,164.618,308.835,4700
0.268,-0.15,164.618,308.835,4700
0.269,-0.15,164.619,308.835,4700
0.27,-0.15,164.618,308.836,4700
0.271,-0.15,164.617,308.838,4700
0.272,-0.15,164.617,308.839,4700
0.273,-0.15,164.616,308.84,4700
0.274,-0.15,164.616,308.842,4700
0.275,-0.15,164.615,308.843,4700
0.276,-0.15,164.615,308.845,4700
0.277,-0.15,164.614,308.846,4700
0.278,-0.15,164.613,308.847,4700
0.279,-0.15,164.613,308.849,4700
0.28,-0.15,164.613,308.846,4700
0.281,-0.15,164.613,308.843,4700
0.282,-0.15,164.612,308.839,4700
0.283,-0.15,164.612,308.836,4700
0.284,-0.15,164.612,308.833,4700
0.285,-0.15,164.612,308.83,4700
0.286,-0.15,164.612,308.827,4700
0.287,-0.15,164.612,308.823,4700
0.288,-0.15,164.612,308.82,4700
0.289,-0.15,164.612,308.817,4700
0.29,-0.15,164.611,308.817,4700
0.291,-0.15,164.611,308.816,4700
0.292,-0.15,164.61,308.816,4700
0.293,-0.15,164.61,308.815,4700
0.294,-0.15,164.609,308.815,4700
0.295,-0.15,164.609,308.814,4700
0.296,-0.15,164.609,308.814,4700
0.297,-0.15,164.608,308.813,4700
0.298,-0.15,164.608,308.813,4700
0.299,-0.15,164.607,308.813,4700
0.3,-0.15,164.606,308.809,4700
0.301,-0.15,164.606,308.806,4700
0.302,-0.15,164.605,308.803,4700
0.303,-0.15,164.604,308.8,4700
0.304,-0.15,164.603,308.796,4700
0.305,-0.15,164.602,308.793,4700
0.306,-0.15,164.601,308.79,4700
0.307,-0.15,164.6,308.787,4700
0.308,-0.15,164.599,308.784,4700
0.309,-0.15,164.599,308.78,4700
0.31,-0.15,164.598,308.78,4700
0.311,-0.15,164.598,308.779,4700
0.312,-0.15,164.597,308.779,4700
0.313,-0.15,164.597,308.778,4700
0.314,-0.15,164.596,308.778,4700
0.315,-0.15,164.596,308.777,4700
0.316,-0.15,164.595,308.777,4700
0.317,-0.15,164.595,308.776,4700
0.318,-0.15,164.594,308.776,4700
0.319,-0.15,164.594,308.776,4700
0.32,-0.15,164.594,308.774,4700
0.321,-0.15,164.594,308.773,4700
0.322,-0.15,164.594,308.772,4700
0.323,-0.15,164.594,308.771,4700
0.324,-0.15,164.594,308.77,4700
0.325,-0.15,164.594,308.769,4700
0.326,-0.15,164.594,308.768,4700
0.327,-0.15,164.595,308.767,4700
0.328,-0.15,164.595,308.765,4700
0.329,-0.15,164.595,308.764,4700
0.33,-0.15,164.595,308.766,4700
0.331,-0.15,164.596,308.768,4700
0.332,-0.15,164.597,308.77,4700
0.333,-0.15,164.598,308.773,4700
0.334,-0.15,164.598,308.775,4700
0.335,-0.15,164.599,308.777,4700
0.336,-0.15,164.6,308.779,4700
0.337,-0.15,164.601,308.781,4700
0.338,-0.15,164.601,308.783,4700
0.339,-0.15,164.602,308.785,4700
0.34,-0.15,164.602,308.785,4700
0.341,-0.15,164.602,308.786,4700
0.342,-0.15,164.602,308.786,4700
0.343,-0.15,164.602,308.787,4700
0.344,-0.15,164.603,308.787,4700
0.345,-0.15,164.603,308.788,4700
0.346,-0.15,164.603,308.788,4700
0.347,-0.15,164.603,308.789,4700
0.348,-0.15,164.603,308.789,4700
0.349,-0.15,164.603,308.79,4700
0.35,-0.15,164.602,308.791,4700
0.351,-0.15,164.601,308.793,4700
0.352,-0.15,164.6,308.795,4700
0.353,-0.15,164.599,308.796,4700
0.354,-0.15,164.598,308.798,4700
0.355,-0.15,164.596,308.799,4700
0.356,-0.15,164.595,308.801,4700
0.357,-0.15,164.594,308.803,4700
0.358,-0.15,164.593,308.804,4700
0.359,-0.15,164.592,308.806,4700
0.36,-0.15,164.592,308.805,4700
0.361,-0.15,164.591,308.804,4700
0.362,-0.15,164.591,308.803,4700
0.363,-0.15,164.591,308.801,4700
0.364,-0.15,164.591,308.8,4700
0.365,-0.15,164.59,308.799,4700
0.366,-0.15,164.59,308.798,4700
0.367,-0.15,164.59,308.797,4700
0.368,-0.15,164.589,308.796,4700
0.369,-0.15,164.589,308.795,4700
0.37,-0.15,164.588,308.795,4700
0.371,-0.15,164.587,308.794,4700
0.372,-0.15,164.586,308.793,4700
0.373,-0.15,164.586,308.793,4700
0.374,-0.15,164.585,308.792,4700
0.375,-0.15,164.584,308.792,4700
0.376,-0.15,164.583,308.791,4700
0.377,-0.15,164.582,308.79,4700
0.378,-0.15,164.581,308.79,4700
0.379,-0.15,164.581,308.789,4700
0.38,-0.15,164.58,308.789,4700
0.381,-0.15,164.58,308.789,4700
0.382,-0.15,164.579,308.789,4700
0.383,-0.15,164.579,308.789,4700
0.384,-0.15,164.579,308.789,4700
0.385,-0.15,164.578,308.789,4700
0.386,-0.15,164.578,308.789,4700
0.387,-0.15,164.578,308.789,4700
0.388,-0.15,164.577,308.788,4700
0.389,-0.15,164.577,308.788,4700
0.39,-0.15,164.576,308.788,4700
0.391,-0.15,164.576,308.787,4700
0.392,-0.15,164.575,308.787,4700
0.393,-0.15,164.574,308.787,4700
0.394,-0.15,164.573,308.786,4700
0.395,-0.15,164.573,308.786,4700
0.396,-0.15,164.572,308.785,4700
0.397,-0.15,164.571,308.785,4700
0.398,-0.15,164.57,308.784,4700
0.399,-0.15,164.57,308.784,4700
0.4,-0.15,164.57,308.783,4700
0.401,-0.15,164.57,308.782,4700
0.402,-0.15,164.571,308.781,4700
0.403,-0.15,164.571,308.78,4700
0.404,-0.15,164.571,308.779,4700
0.405,-0.15,164.572,308.778,4700
0.406,-0.15,164.572,308.777,4700
0.407,-0.15,164.572,308.776,4700
0.408,-0.15,164.573,308.775,4700
0.409,-0.15,164.573,308.774,4700
0.41,-0.15,164.572,308.775,4700
0.411,-0.15,164.571,308.776,4700
0.412,-0.15,164.57,308.777,4700
0.413,-0.15,164.568,308.778,4700
0.414,-0.15,164.567,308.779,4700
0.415,-0.15,164.566,308.78,4700
0.416,-0.15,164.565,308.781,4700
0.417,-0.15,164.564,308.782,4700
0.418,-0.15,164.563,308.783,4700
0.419,-0.15,164.562,308.785,4700
0.42,-0.15,164.561,308.784,4700
0.421,-0.15,164.561,308.784,4700
0.422,-0.15,164.561,308.783,4700
0.423,-0.15,164.56,308.783,4700
0.424,-0.15,164.56,308.782,4700
0.425,-0.15,164.56,308.782,4700
0.426,-0.15,164.559,308.781,4700
0.427,-0.15,164.559,308.781,4700
0.428,-0.15,164.559,308.78,4700
0.429,-0.15,164.558,308.78,4700
0.43,-0.15,164.557,308.775,4700
0.431,-0.15,164.555,308.771,4700
0.432,-0.15,164.554,308.767,4700
0.433,-0.15,164.552,308.763,4700
0.434,-0.15,164.551,308.759,4700
0.435,-0.15,164.549,308.754,4700
0.436,-0.15,164.548,308.75,4700
0.437,-0.15,164.546,308.746,4700
0.438,-0.15,164.545,308.742,4700
0.439,-0.15,164.544,308.738,4700
0.44,-0.15,164.544,308.736,4700
0.441,-0.15,164.544,308.734,4700
0.442,-0.15,164.544,308.732,4700
0.443,-0.15,164.544,308.731,4700
0.444,-0.15,164.544,308.729,4700
0.445,-0.15,164.544,308.727,4700
0.446,-0.15,164.544,308.725,4700
0.447,-0.15,164.544,308.724,4700
0.448,-0.15,164.544,308.722,4700
0.449,-0.15,164.545,308.72,4700
0.45,-0.15,164.545,308.72,4700
0.451,-0.15,164.545,308.72,4700
0.452,-0.15,164.546,308.72,4700
0.453,-0.15,164.546,308.721,4700
0.454,-0.15,164.547,308.721,4700
0.455,-0.15,164.547,308.721,4700
0.456,-0.15,164.548,308.721,4700
0.457,-0.15,164.548,308.721,4700
0.458,-0.15,164.549,308.721,4700
0.459,-0.15,164.549,308.721,4700
0.46,-0.15,164.55,308.722,4700
0.461,-0.15,164.552,308.722,4700
0.462,-0.15,164.553,308.723,4700
0.463,-0.15,164.555,308.723,4700
0.464,-0.15,164.556,308.724,4700
0.465,-0.15,164.557,308.724,4700
0.466,-0.15,164.559,308.724,4700
0.467,-0.15,164.56,308.725,4700
0.468,-0.15,164.562,308.725,4700
0.469,-0.15,164.563,308.726,4700
0.47,-0.15,164.564,308.727,4700
0.471,-0.15,164.564,308.728,4700
0.472,-0.15,164.565,308.729,4700
0.473,-0.15,164.566,308.731,4700
0.474,-0.15,164.567,308.732,4700
0.475,-0.15,164.567,308.733,4700
0.476,-0.15,164.568,308.735,4700
0.477,-0.15,164.569,308.736,4700
0.478,-0.15,164.57,308.737,4700
0.479,-0.15,164.57,308.738,4700
0.48,-0.15,164.57,308.742,4700
0.481,-0.15,164.571,308.745,4700
0.482,-0.15,164.571,308.749,4700
0.483,-0.15,164.571,308.752,4700
0.484,-0.15,164.571,308.755,4700
0.485,-0.15,164.571,308.759,4700
0.486,-0.15,164.571,308.762,4700
0.487,-0.15,164.571,308.766,4700
0.488,-0.15,164.572,308.769,4700
0.489,-0.15,164.572,308.772,4700
0.49,-0.15,164.571,308.775,4700
0.491,-0.15,164.57,308.777,4700
0.492,-0.15,164.568,308.779,4700
0.493,-0.15,164.567,308.781,4700
0.494,-0.15,164.566,308.784,4700
0.495,-0.15,164.565,308.786,4700
0.496,-0.15,164.564,308.788,4700
0.497,-0.15,164.563,308.791,4700
0.498,-0.15,164.562,308.793,4700
0.499,-0.15,164.561,308.795,4700
0.5,0,164.562,308.795,4700
0.501,0,164.563,308.795,4700
0.502,0,164.564,308.795,4700
0.503,0,164.565,308.795,4700
0.504,0,164.566,308.795,4700
0.505,0,164.567,308.795,4700
0.506,0,164.568,308.795,4700
0.507,0,164.569,308.795,4700
0.508,0,164.57,308.795,4700
0.509,0,164.571,308.795,4700
0.51,0,164.572,308.796,4700
0.511,0,164.572,308.797,4700
0.512,0,164.573,308.799,4700
0.513,0,164.573,308.8,4700
0.514,0,164.574,308.802,4700
0.515,0,164.574,308.803,4700
0.516,0,164.575,308.804,4700
0.517,0,164.575,308.806,4700
0.518,0,164.575,308.807,4700
0.519,0,164.576,308.809,4700
0.52,0,164.577,308.811,4700
0.521,0,164.578,308.813,4700
0.522,0,164.579,308.815,4700
0.523,0,164.581,308.818,4700
0.524,0,164.582,308.82,4700
0.525,0,164.583,308.822,4700
0.526,0,164.584,308.824,4700
0.527,0,164.585,308.826,4700
0.528,0,164.586,308.829,4700
0.529,0,164.588,308.831,4700
0.53,0,164.589,308.836,4700
0.531,0,164.591,308.842,4700
0.532,0,164.593,308.848,4700
0.533,0,164.595,308.853,4700
0.534,0,164.596,308.859,4700
0.535,0,164.598,308.864,4700
0.536,0,164.6,308.87,4700
0.537,0,164.602,308.876,4700
0.538,0,164.604,308.881,4700
0.539,0,164.605,308.887,4700
0.54,0,164.608,308.891,4700
0.541,0,164.61,308.894,4700
0.542,0,164.613,308.898,4700
0.543,0,164.615,308.902,4700
0.544,0,164.618,308.905,4700
0.545,0,164.62,308.909,4700
0.546,0,164.623,308.913,4700
0.547,0,164.625,308.916,4700
0.548,0,164.628,308.92,4700
0.549,0,164.63,308.924,4700
0.55,0,164.631,308.929,4700
0.551,0,164.631,308.934,4700
0.552,0,164.632,308.94,4700
0.553,0,164.633,308.945,4700
0.554,0,164.633,308.951,4700
0.555,0,164.634,308.956,4700
0.556,0,164.634,308.961,4700
0.557,0,164.635,308.967,4700
0.558,0,164.635,308.972,4700
0.559,0,164.636,308.977,4700
0.56,0,164.637,308.98,4700
0.561,0,164.638,308.983,4700
0.562,0,164.639,308.986,4700
0.563,0,164.641,308.989,4700
0.564,0,164.642,308.993,4700
0.565,0,164.643,308.996,4700
0.566,0,164.644,308.999,4700
0.567,0,164.645,309.002,4700
0.568,0,164.646,309.005,4700
0.569,0,164.648,309.008,4700
0.57,0,164.648,309.009,4700
0.571,0,164.648,309.011,4700
0.572,0,164.648,309.012,4700
0.573,0,164.648,309.014,4700
0.574,0,164.649,309.015,4700
0.575,0,164.649,309.017,4700
0.576,0,164.649,309.018,4700
0.577,0,164.649,309.02,4700
0.578,0,164.649,309.021,4700
0.579,0,164.65,309.023,4700
0.58,0,164.65,309.021,4700
0.581,0,164.651,309.02,4700
0.582,0,164.652,309.019,4700
0.583,0,164.652,309.017,4700
0.584,0,164.653,309.016,4700
0.585,0,164.654,309.015,4700
0.586,0,164.655,309.014,4700
0.587,0,164.655,309.012,4700
0.588,0,164.656,309.011,4700
0.589,0,164.657,309.01,4700
0.59,0,164.657,309.009,4700
0.591,0,164.657,309.009,4700
0.592,0,164.657,309.008,4700
0.593,0,164.656,309.008,4700
0.594,0,164.656,309.007,4700
0.595,0,164.656,309.007,4700
0.596,0,164.656,309.006,4700
0.597,0,164.656,309.006,4700
0.598,0,164.656,309.005,4700
0.599,0,164.656,309.005,4700
0.6,0,164.657,309.001,4700
0.601,0,164.657,308.998,4700
0.602,0,164.658,308.994,4700
0.603,0,164.658,308.991,4700
0.604,0,164.659,308.987,4700
0.605,0,164.659,308.984,4700
0.606,0,164.66,308.98,4700
0.607,0,164.66,308.977,4700
0.608,0,164.661,308.973,4700
0.609,0,164.661,308.97,4700
0.61,0,164.66,308.966,4700
0.611,0,164.659,308.962,4700
0.612,0,164.658,308.958,4700
0.613,0,164.657,308.954,4700
0.614,0,164.656,308.951,4700
0.615,0,164.655,308.947,4700
0.616,0,164.653,308.943,4700
0.617,0,164.652,308.939,4700
0.618,0,164.651,308.936,4700
0.619,0,164.65,308.932,4700
0.62,0,164.65,308.93,4700
0.621,0,164.651,308.929,4700
0.622,0,164.651,308.927,4700
0.623,0,164.651,308.925,4700
0.624,0,164.651,308.924,4700
0.625,0,164.652,308.922,4700
0.626,0,164.652,308.92,4700
0.627,0,164.652,308.919,4700
0.628,0,164.652,308.917,4700
0.629,0,164.653,308.915,4700
0.63,0,164.653,308.913,4700
0.631,0,164.653,308.911,4700
0.632,0,164.653,308.909,4700
0.633,0,164.653,308.907,4700
0.634,0,164.653,308.905,4700
0.635,0,164.654,308.903,4700
0.636,0,164.654,308.901,4700
0.637,0,164.654,308.899,4700
0.638,0,164.654,308.897,4700
0.639,0,164.654,308.895,4700
0.64,0,164.654,308.891,4700
0.641,0,164.655,308.887,4700
0.642,0,164.655,308.883,4700
0.643,0,164.656,308.879,4700
0.644,0,164.656,308.875,4700
0.645,0,164.656,308.871,4700
0.646,0,164.657,308.867,4700
0.647,0,164.657,308.863,4700
0.648,0,164.658,308.859,4700
0.649,0,164.658,308.855,4700
0.65,0,164.656,308.855,4700
0.651,0,164.655,308.854,4700
0.652,0,164.653,308.853,4700
0.653,0,164.652,308.853,4700
0.654,0,164.65,308.852,4700
0.655,0,164.649,308.851,4700
0.656,0,164.647,308.851,4700
0.657,0,164.645,308.85,4700
0.658,0,164.644,308.849,4700
0.659,0,164.642,308.849,4700
0.66,0,164.644,308.848,4700
0.661,0,164.645,308.848,4700
0.662,0,164.646,308.848,4700
0.663,0,164.647,308.848,4700
0.664,0,164.648,308.847,4700
0.665,0,164.65,308.847,4700
0.666,0,164.651,308.847,4700
0.667,0,164.652,308.846,4700
0.668,0,164.653,308.846,4700
0.669,0,164.654,308.846,4700
0.67,0,164.654,308.844,4700
0.671,0,164.654,308.843,4700
0.672,0,164.653,308.841,4700
0.673,0,164.653,308.84,4700
0.674,0,164.653,308.838,4700
0.675,0,164.653,308.837,4700
0.676,0,164.652,308.835,4700
0.677,0,164.652,308.834,4700
0.678,0,164.652,308.832,4700
0.679,0,164.652,308.831,4700
0.68,0,164.65,308.828,4700
0.681,0,164.649,308.825,4700
0.682,0,164.648,308.822,4700
0.683,0,164.647,308.819,4700
0.684,0,164.646,308.816,4700
0.685,0,164.645,308.813,4700
0.686,0,164.644,308.809,4700
0.687,0,164.643,308.806,4700
0.688,0,164.642,308.803,4700
0.689,0,164.641,308.8,4700
0.69,0,164.64,308.8,4700
0.691,0,164.64,308.799,4700
0.692,0,164.639,308.798,4700
0.693,0,164.639,308.797,4700
0.694,0,164.639,308.796,4700
0.695,0,164.638,308.796,4700
0.696,0,164.638,308.795,4700
0.697,0,164.637,308.794,4700
0.698,0,164.637,308.793,4700
0.699,0,164.637,308.793,4700
0.7,0,164.638,308.791,4700
0.701,0,164.639,308.789,4700
0.702,0,164.64,308.787,4700
0.703,0,164.641,308.785,4700
0.704,0,164.642,308.784,4700
0.705,0,164.643,308.782,4700
0.706,0,164.645,308.78,4700
0.707,0,164.646,308.778,4700
0.708,0,164.647,308.776,4700
0.709,0,164.648,308.775,4700
0.71,0,164.647,308.776,4700
0.711,0,164.646,308.777,4700
0.712,0,164.645,308.778,4700
0.713,0,164.644,308.779,4700
0.714,0,164.643,308.78,4700
0.715,0,164.642,308.781,4700
0.716,0,164.641,308.782,4700
0.717,0,164.64,308.783,4700
0.718,0,164.639,308.784,4700
0.719,0,164.638,308.785,4700
0.72,0,164.638,308.784,4700
0.721,0,164.638,308.784,4700
0.722,0,164.638,308.784,4700
0.723,0,164.637,308.783,4700
0.724,0,164.637,308.783,4700
0.725,0,164.637,308.783,4700
0.726,0,164.637,308.782,4700
0.727,0,164.637,308.782,4700
0.728,0,164.636,308.782,4700
0.729,0,164.636,308.781,4700
0.73,0,164.637,308.782,4700
0.731,0,164.637,308.783,4700
