TIME,POSITION,rho1,rho2,h,RMS_BASE,RMS_DIFF
219.25,-0.42,7.632272429387084,6.007380182228489,18.01027863590346,0.07854219843430907,2.8326423838879733
230.25,-2.52,3.165425491549826,7.148723502158528,0.00165362226371406,0.07757232390499395,2.886785394110538
230.75,-2.31,1.536863551513782,7.148427801637479,5.484476926572724E-4,0.0778359319367823,1.5186451316665917
231.25,-2.73,2.726589365406763,7.148367340798245,0.0024574868437161994,0.07808557164015938,1.0846578185520543
231.75,-2.52,1.061526693054114,7.148510232977098,3.8208615634940593E-4,0.07832031984237806,0.8517232840652657
232.25,-2.94,1.3115607322900749,7.1488749338457955,6.69454538532126E-4,0.07854061538645625,0.6940305837196087
232.75,-2.73,0.9057486411691328,7.149440539441114,3.4619923093068825E-4,0.07874624540802794,0.5810762430434131
233.25,-3.15,0.7812588171957187,7.150194448983993,2.7959555641879406E-4,0.07893799168519965,0.4910375295463861
233.75,-2.94,0.9790040799283949,7.151126341643291,4.7453620177386765E-4,0.07911638359263339,0.42018010751972945
234.25,-3.36,1.0031455395155575,7.152219632192971,5.317085357856519E-4,0.07928224299373081,0.35897164647975943
234.75,-3.15,1.1685017586160436,7.153461786265844,7.676703678728081E-4,0.07943660482280833,0.30735943087995315
235.25,-3.57,1.848692917770169,7.154849666702243,0.0021048277542626134,0.07958062595380361,0.26190122684472134
235.75,-3.36,0.9962719104666087,7.156342013275599,6.046477227516667E-4,0.07971446968894996,0.2243511308708497
236.25,-3.78,0.8947051557578549,7.157959745860299,5.028120718601796E-4,0.07983972011382595,0.1904950839679704
236.75,-3.57,0.9562517755467952,7.159676512723076,5.928972597966906E-4,0.0799571849240139,0.16048302899295777
237.25,-3.99,0.8584308282540464,7.161485993617424,4.893540484263436E-4,0.08006714831373264,0.13294477698449553
237.75,-3.78,0.9506882275234185,7.163395547754531,6.146934199888214E-4,0.08016959612687108,0.10922024136869643
238.25,-4.2,1.6698589406594202,7.165412885675427,0.002009374690964722,0.08026466788046394,0.08650554186457608
238.75,-3.99,7.0197280839248295,7.144218854255624,1.3612238943042874,0.08220214229253883,0.08220214230307708
239.25,-4.41,6.994982064437044,7.110793133469273,2.1158905371595482,0.08497998691194943,0.08497998689643607
239.75,-4.2,7.068144106159683,7.195585712990482,2.6992613848738904,0.0822288780636494,0.08222887805213501
240.25,-4.62,7.11776179355954,7.262593248434536,3.1575579442513795,0.08096857544535631,0.08096857541504023
