"TIME","POSITION","RHO_S1","RHO_S1_DIFF","RHO_S2","RHO_S2_DIFF"
5.25,-0.63,4.51829487665683,-0.196023506270914,4.72246818073696,-0.223277865364538
5.75,-0.42,4.5182435528435,-0.196761187023733,4.72205030493789,-0.230182568888127
6.25,-0.84,4.51822767939953,-0.196968352865516,4.72169301955952,-0.235300702268664
6.75,-0.63,4.51824519967675,-0.197393997774892,4.72139333773305,-0.240494637271159
7.25,-1.05,4.51828794346765,-0.196109591085449,4.72114633306652,-0.242735306864626
7.75,-0.84,4.51834285354896,-0.197598921527577,4.7209488037486,-0.246509662483802
8.25,-1.26,4.51840518155615,-0.198166231564918,4.72080133225925,-0.248270002831995
8.75,-1.05,4.51848068616125,-0.200938746519367,4.72070748417547,-0.251987477651094
9.25,-1.47,4.5185671011423,-0.204843440790487,4.72066414310385,-0.254859936955557
9.75,-1.26,4.51867562599915,-0.209290748694173,4.72067941973572,-0.257906933395364
10.25,-1.68,4.51880170309498,-0.215717358328755,4.72074693049028,-0.262300812121078
10.75,-1.47,4.51893274430885,-0.224903438353533,4.72084822913744,-0.269447767118357
11.25,-1.89,4.51907129192564,-0.233436692337174,4.72097619827104,-0.276603559644576
11.75,-1.68,4.51922781450389,-0.242140253212108,4.72112823518741,-0.285299222962127
12.25,-2.1,4.51941214677332,-0.250017841604785,4.7213048583295,-0.29442857200078
12.75,-1.89,4.51963578677103,-0.256734100463314,4.7215117268202,-0.30416679944724
13.25,-2.31,4.51990006375259,-0.262531424731944,4.72175276989955,-0.314832467203635
13.75,-2.1,4.52020869098192,-0.267372163850242,4.72203290501668,-0.32636453537299
14.25,-2.52,4.52056538322935,-0.270765673517608,4.72235516163535,-0.336848151807773
14.75,-2.31,4.52096631829975,-0.273746974562369,4.72272578381635,-0.347417625580657
15.25,-2.73,4.52142063717567,-0.275948276022232,4.72315757209959,-0.35673502241413
15.75,-2.52,4.52192611239138,-0.27685516327098,4.72365332987361,-0.364167411821585
16.25,-2.94,4.52247207025936,-0.276488059293837,4.72420461955968,-0.369008888901047
16.75,-2.73,4.52305675218904,-0.277406475682629,4.72480620178438,-0.373377017540684
17.25,-3.15,4.52368595063702,-0.278495560153877,4.72545733492673,-0.375819871361294
17.75,-2.94,4.52436617523715,-0.280313668866717,4.72615271531294,-0.377568728899493
18.25,-3.36,4.52509659737207,-0.28467217806792,4.72688453128115,-0.378895669697806
18.75,-3.15,4.52587059381184,-0.2912575025991,4.72764537858731,-0.3807461042065
19.25,-3.57,4.52668777551455,-0.299136844198674,4.7284319757585,-0.382922446937146
19.75,-3.36,4.52754370955043,-0.309489723189486,4.72923868823555,-0.386999686371553
20.25,-3.78,4.52843939072001,-0.319799770010694,4.73005800702448,-0.390515906417453
20.75,-3.57,4.52937818916917,-0.330420389725503,4.73089618008213,-0.394457298088467
21.25,-3.99,4.53035449070118,-0.341186956692406,4.73174396185378,-0.398517350247437
21.75,-3.78,4.53136780932758,-0.351387850990777,4.73259596589108,-0.402128402062043
