"TIME","POSITION","RHO_S1","RHO_S1_DIFF","RHO_S2","RHO_S2_DIFF"
5.25,0.21,4.79550103175195,3.92389783018578,9.705,0
5.75,0,4.79648146441945,3.87448158297666,9.705,0
6.25,0.21,4.79774079369934,3.84068675645194,9.705,0
6.75,0,4.79912050376276,3.80355319668723,9.705,0
7.25,0.21,4.80051981361494,3.78255308437607,9.705,0
7.75,0,4.80189267888803,3.7573411625515,9.705,0
8.25,0.21,4.80324375545852,3.74482645384498,9.705,0
8.75,0,4.80461862200574,3.72972097180323,9.705,0
9.25,0.21,4.80609201655718,3.72554552053666,9.705,0
9.75,0,4.80773255485618,3.72003702704802,9.705,0
10.25,0.21,4.80962451845389,3.7143461139082,9.705,0
10.75,0,4.81185206720005,3.70282058930237,9.705,0
11.25,0.21,4.81444906555581,3.69719836026729,9.705,0
11.75,0,4.81740118846323,3.68935157971213,9.705,0
12.25,0.21,4.82068134993364,3.68159209995498,9.705,0
12.75,0,4.82421044862205,3.67701809574413,9.705,0
13.25,0.21,4.82792208692624,3.67734219541398,9.705,0
13.75,0,4.83173859026212,3.67964275340287,9.705,0
14.25,0.21,4.83553536009375,3.68391138997835,9.705,0
14.75,0,4.83921795331333,3.69236319531762,9.705,0
15.25,0.21,4.84270254605999,3.70690934524543,9.705,0
15.75,0,4.84596753594398,3.71057079859151,9.705,0
16.25,0.21,4.84898618212264,3.71406109264415,9.705,0
16.75,0,4.851721447043,3.71204081579671,9.705,0
17.25,0.21,4.85422113604416,3.70180541299062,9.705,0
17.75,0,4.85650643344689,3.68955105928096,9.705,0
18.25,0.21,4.85863419423888,3.66671561881541,9.705,0
18.75,0,4.86068789778806,3.64293138711532,9.705,0
19.25,0.21,4.8624234237386,3.60383557146113,9.705,0
19.75,0,4.86396343070879,3.58633364249617,9.705,0
20.25,0.21,4.86510715737971,3.56784164883981,9.705,0
20.75,0,4.86568766243243,3.56835073049817,9.705,0
21.25,0.21,4.86556910970069,3.5556088883101,9.705,0
21.75,0,4.86461195440751,3.55428799236884,9.705,0
22.25,0.21,4.86279666821962,3.52988266270548,9.70336567589766,0.163432410233752
22.75,0,4.86015705706899,3.50349130435085,9.6984430435937,0.176362044035085
23.25,0.21,4.85682550863428,3.45378114952798,9.68843066032227,0.413049382044337
23.75,0,4.85299860302127,3.39783058086817,9.67086084482735,0.554687366751673
24.25,-0.42,4.84897910177545,3.32114882140508,9.64296204231288,0.886779289856276
24.75,-0.21,4.8450166279087,3.23547274784279,9.60154379325811,1.14446387470093
25.25,-0.63,4.8413631432579,3.1259517648295,9.54366160599167,1.54669961330234
25.75,-0.42,4.83817117160129,3.0138668674733,9.46700502542706,1.83695592146884
26.25,-0.84,4.83555695352706,2.87281284138343,9.37062382430111,2.18489089277301
26.75,-0.63,4.83355780065904,2.72428188133179,9.25505381434585,2.37461610430869
27.25,-1.05,4.83217594575956,2.55410520052101,9.12252740139887,2.55092052341208
27.75,-0.84,4.83139416076634,2.38354286006102,8.97663101349843,2.54887394119618
28.25,-1.26,4.83120781516501,2.20239938881248,8.82187913281684,2.52305901885611
28.75,-1.05,4.83159667018267,2.02895134211385,8.66301529796701,2.34902805608826
29.25,-1.47,4.83265506860067,1.85778340125629,8.50453852594128,2.18192658810404
29.75,-1.26,4.83426413083,1.68883394759365,8.35009954217961,1.92503697608049
30.25,-1.68,4.83648939145458,1.52671580201541,8.20239104616629,1.71199681405876
30.75,-1.47,4.83929804821208,1.37452448194831,8.06305770213314,1.4539047971585
31.25,-1.89,4.84261595745291,1.23479754235038,7.93287906222375,1.25627715000824
31.75,-1.68,4.84636516416176,1.10385620745399,7.81196186988478,1.03071831994034
32.25,-2.1,4.85043776341104,0.986170081191158,7.70045097967947,0.820463789918094
32.75,-1.89,4.85473320170202,0.879845861020823,7.59770990106542,0.691180085708803
33.25,-2.31,4.85913838253999,0.786710222247512,7.50284252733912,0.5215221508994
33.75,-2.1,4.86356275434924,0.706441027964349,7.41506867678057,0.42065615561684
34.25,-2.52,4.86792340040946,0.637834792860297,7.33363528115221,0.302534773857121
34.75,-2.31,4.87218195476356,0.579198475436403,7.25796452037624,0.240360862928482
35.25,-2.73,4.87633784495714,0.527202720046796,7.18748983800182,0.167620695841974
35.75,-2.52,4.88041241742221,0.480808673901928,7.12169646518489,0.142306612332472
36.25,-2.94,4.88444243488811,0.437233308146149,7.06007123089272,0.107274671813087
36.75,-2.73,4.88847596234273,0.395526048189175,7.00220611793422,0.103963849986381
37.25,-3.15,4.89256924004134,0.351268751899297,6.94771898613601,0.0873790386306677
37.75,-2.94,4.89678755128499,0.305304036363114,6.89630728080642,0.0906895178511719
38.25,-3.36,4.90118624414689,0.255873505388331,6.84771430646796,0.0752456763517732
38.75,-3.15,4.90583603085177,0.205180696434422,6.80173694004323,0.0746793927504643
39.25,-3.57,4.91076645597921,0.15306871708067,6.75818544318394,0.0571101203588982
39.75,-3.36,4.91600810677562,0.103267438530089,6.71694050417237,0.0502336348103384
40.25,-3.78,4.92155223670275,0.0562022489491598,6.67789610506115,0.0305638669672802
40.75,-3.57,4.92736097565384,0.0147713195708145,6.64096968846879,0.0203374313580263
41.25,-3.99,4.93336919850992,-0.0186142250004909,6.60607970435893,0.00127841336730941
41.75,-3.78,4.9394842920677,-0.0418824030235618,6.57313770899856,-0.0106468314675109
42.25,-4.2,4.94558509419864,-0.0547014330731344,6.54204571713386,-0.030870526610671
42.75,-3.99,4.95155802106794,-0.0579879091040327,6.51269259790464,-0.0449555801044575
43.25,-4.41,4.95730240426781,-0.0534536127571915,6.48496010510698,-0.0657005569939384
43.75,-4.2,4.96274269755737,-0.0416629609976145,6.4587347212693,-0.0807735069451124
44.25,-4.62,4.96783330354176,-0.0277927876524386,6.43389746431428,-0.101632108311089
44.75,-4.41,4.97256357623725,-0.0114252048928188,6.41034121241121,-0.114807128232067
45.25,-4.83,4.97694028806274,0.00454087582758549,6.38795996879589,-0.129820235116903
45.75,-4.62,4.98100413287816,0.0173644640636538,6.36665942665184,-0.137763591845304
46.25,-5.04,4.98481396564148,0.0280957732578697,6.34636997357564,-0.14721045001391
46.75,-4.83,4.98842874171648,0.0355007111557427,6.32702155773705,-0.151498659950225
47.25,-5.25,4.99189353922928,0.0402517474521208,6.30855295849904,-0.157160130681242
47.75,-5.04,4.99524882291692,0.040495157009792,6.29090651353771,-0.161941742411451
48.25,-5.46,4.99853665674331,0.0361771045209686,6.27402665420836,-0.17026193172905
48.75,-5.25,5.00177065946901,0.0260326387262732,6.2578573479331,-0.183007269710386
49.25,-5.67,5.00497056015952,0.0120018696560369,6.24235852542089,-0.20167758180841
49.75,-5.46,5.00815517390792,-0.0052058370337895,6.22748406506406,-0.226535388962221
50.25,-5.88,5.01134853184605,-0.0265729440716642,6.21321601384818,-0.258757284922191
50.75,-5.67,5.01457296157097,-0.0497240040705576,6.19953417044313,-0.296622725581854
51.25,-6.09,5.01785199702491,-0.0751775402618814,6.18642934057981,-0.339836764362411
51.75,-5.88,5.02120744788856,-0.099744456226346,6.1738998976264,-0.388263089930746
52.25,-6.3,5.02465426773282,-0.123786348465535,6.1619489851972,-0.440074941479198
52.75,-6.09,5.02818679502708,-0.146384345679981,6.15058101964647,-0.496181648740867
53.25,-6.51,5.03180582479265,-0.166831821717048,6.1398282720486,-0.555107209689408
53.75,-6.3,5.03548302954841,-0.188107779878884,6.12969677213249,-0.617060849976144
54.25,-6.72,5.03920934315001,-0.208656602301048,6.12017932871895,-0.677355577642723
54.75,-6.51,5.04299055138087,-0.2269515926527,6.11130511686175,-0.730752631389524
55.25,-6.93,5.04680973233078,-0.248075211421732,6.10304680897946,-0.778727142922227
55.75,-6.72,5.05065491319559,-0.271379578176965,6.0953730263167,-0.818661981587394
56.25,-7.14,5.0545320470645,-0.297481684497523,6.08823237931809,-0.845699067421001
56.75,-6.93,5.05845890242892,-0.324076278066347,6.08159290599498,-0.85842350005017
57.25,-7.35,5.06246831169158,-0.352389756841867,6.07540671458646,-0.856833045776828
57.75,-7.14,5.06657547713259,-0.380584669709063,6.06960086610461,-0.841009151223291
58.25,-7.56,5.07079760504816,-0.407055695724848,6.06409618153095,-0.810938080454175
58.75,-7.35,5.07515837875954,-0.430636376923124,6.05880598124533,-0.771873209859367
59.25,-7.77,5.07966487372642,-0.454525724528626,6.0536335580411,-0.725301798083482
59.75,-7.56,5.08431068328885,-0.477143849903697,6.04850612893202,-0.678226366413175
60.25,-7.98,5.0891412467904,-0.505482938106307,6.04333247463623,-0.630944590002617
60.75,-7.77,5.09417373294627,-0.535052927843551,6.03805564885424,-0.593164386929253
61.25,-8.19,5.09941312723491,-0.568437755342679,6.0326603956734,-0.562228978130909
61.75,-7.98,5.10490184050771,-0.602984235784073,6.02713177428378,-0.541520638350837
62.25,-8.4,5.11070354130528,-0.644034777769591,6.02147756009636,-0.528432496795843
62.75,-8.19,5.11686009598639,-0.685243833094512,6.01571327502058,-0.523832256331405
63.25,-8.61,5.1234570975753,-0.735493958470684,6.0098463559252,-0.522039072761599
63.75,-8.4,5.13053838369001,-0.785905002321467,6.00391891929734,-0.52767072473271
64.25,-8.82,5.13808862277944,-0.839158149652304,5.99801634265506,-0.539208701137043
64.75,-8.61,5.14610730135199,-0.89541216575247,5.99218901196416,-0.55843456921964
65.25,-9.03,5.1544167384371,-0.952256650617823,5.9864334859146,-0.585040301634499
65.75,-8.82,5.16295310981948,-1.0093625000887,5.98081490540844,-0.604180414491891
66.25,-9.24,5.1715476820776,-1.06478266777925,5.97534953888381,-0.635949496246101
66.75,-9.03,5.17998803287557,-1.11830120027327,5.97001939369112,-0.658275628975058
67.25,-9.45,5.18802890418315,-1.16385369935693,5.96479313136409,-0.686619065660818
67.75,-9.24,5.1954237371391,-1.20142726224752,5.9596289611921,-0.700933427201132
68.25,-9.66,5.20190955103537,-1.22717706961428,5.9544580030087,-0.714418932880309
68.75,-9.45,5.20727368940643,-1.2382872374356,5.94922559235599,-0.709898107386073
69.25,-9.87,5.21141581745131,-1.23491585276262,5.94388854302204,-0.701339787754153
69.75,-9.66,5.21429017526604,-1.21513595829299,5.93841550104259,-0.673503345925812
70.25,-9.45,5.21593057242854,-1.18066536905768,5.93281632505777,-0.642182290726338
70.75,-9.66,5.21643888511611,-1.13278820414647,5.92709704245882,-0.594752686718975
71.25,-9.45,5.21595225339226,-1.073574335982,5.92127811163562,-0.548472701185398
71.75,-9.66,5.21460737521012,-1.00541797586652,5.91538401707738,-0.491796451056607
72.25,-9.45,5.21254868711108,-0.925173298026145,5.90944150957565,-0.441952257692941
72.75,-9.66,5.20990808937647,-0.838430631157261,5.90348951013978,-0.386843467759499
73.25,-9.24,5.20680436731503,-0.747600879899794,5.89757122314562,-0.339885867093725
