TIME,POSITION,rho1,rho2,h,RMS_BASE,RMS_DIFF
5.25,0.21,0.9069702860292699,1.756830555783876E14,1.6425102564210792,0.26407019223269623,1.0290368284228446
5.75,0,0.9070361746073139,2.5936049383955838E14,1.642342538301014,0.2639038465300882,1.0286582888898255
6.25,0.21,0.907120606561418,3.26824642055208E15,1.6421268970811753,0.2636902995516965,1.0283948180610782
6.75,0,0.9072131309229744,7.105608205861431E14,1.6418908722125085,0.2634564915870733,1.028105638298718
7.25,0.21,0.9073070619893729,4.301208153985212E14,1.6416518653037369,0.26321952467212384,1.0279372920322438
7.75,0,0.9073987902515659,1.0216402134133469E15,1.641416800099498,0.2629871945525298,1.0277378104862163
8.25,0.21,0.9074892174994063,1.0217420254432664E15,1.6411859385054182,0.2627587052323355,1.0276335807265145
8.75,0,0.9075811459421885,4.5415356785263556E14,1.6409510430501497,0.26252634864261215,1.0275098998757553
9.25,0.21,0.907679671219128,2.0439129145371185E15,1.6406995495511876,0.2622775151081837,1.0274671622906686
9.75,0,0.9077892816307898,9.085154378851891E14,1.6404196272091753,0.26200066581529585,1.0274132066236137
10.25,0.21,0.9079157149432097,1.8799489082767984E14,1.6400971971355505,0.2616816646279677,1.0273559861974337
10.75,0,0.9080639681202842,1.4349321222649334E14,1.6397169592217407,0.261306460919959,1.0272527228135166
11.25,0.21,0.9082372156805534,1.4104609607251484E14,1.639275043268421,0.2608695466561013,1.0271907194808216
11.75,0,0.9084336616328927,4.9590563636614594E14,1.6387726609750137,0.2603735632951621,1.0271095128194867
12.25,0.21,0.9086506019550763,6.419134921372235E13,1.6382131082163152,0.2598233083948503,1.0270265453202765
12.75,0,0.9088858753475735,1.6373032358150548E15,1.6376157092843577,0.2592322831487817,1.0269655490963883
13.25,0.21,0.909131758527848,2.9245467492404906E14,1.6369859895272323,0.25861178926325284,1.0269395797603795
13.75,0,0.9093843149366343,2.3073255559916528E14,1.6363394711454664,0.2579749400451632,1.026927513540019
14.25,0.21,0.9096351052148102,1.5458989890145347E14,1.6356969593432813,0.2573425630861253,1.0269301882077497
14.75,0,0.9098779028103565,3.997781252731084E14,1.635074377714749,0.25673032379690147,1.0269646537353028
15.25,0.21,0.9101073419053753,3.564138335541035E14,1.6344860087567867,0.25615201624571765,1.0270455794585476
15.75,0,0.9103220452380968,Infinity,1.633935355401374,0.2556110465649721,1.027047698527348
16.25,0.21,0.910520043350491,3.2804941823573105E15,1.6334263138009155,0.2551116591813341,1.0270504223731012
16.75,0,0.910699589755061,1.0253565832668382E15,1.632966109769319,0.2546597873944163,1.0270147069891207
17.25,0.21,0.9108633796661221,3.646367979777572E14,1.6325456849263436,0.25424735967676304,1.026920344717108
17.75,0,0.9110128958940185,5.293983662552272E14,1.6321614727703235,0.2538707439026991,1.0268128821001015
18.25,0.21,0.9111520774375443,6.1939081606422914E13,1.6318041759472866,0.2535204666389815,1.026628958741108
18.75,0,0.9112861495493229,3.040050343361639E14,1.631459277866469,0.25318272458190094,1.0264388576958166
19.25,0.21,0.9113994425377072,2.052289094899247E15,1.6311681362605772,0.252897571427909,1.0261389451938427
19.75,0,0.9114998921638091,3.284024459757742E15,1.6309099072250197,0.2526447441596948,1.0259992374879547
20.25,0.21,0.9115744279903127,3.284293003374116E15,1.6307181652198375,0.2524570977635192,1.0258552779710963
20.75,0,0.9116120471366844,3.4940729155669925E14,1.6306205170148675,0.2523618965357213,1.025854797329633
21.25,0.21,0.9116046342899357,2.73700152753158E15,1.6306409393504508,0.2523813368304182,1.0257622375724122
21.75,0,0.9115422282453847,1.2631449967564255E15,1.630801297406903,0.2525383308557491,1.02575946356395
22.25,0.21,19.153176689842944,5.832850070912482,0.09367458996498383,0.4835257075703719,2.6897090806948043
22.75,0,19.15849337324547,5.829582356058824,0.09696815533565825,0.48356905080211776,2.5533154263113
23.25,0.21,19.456058724866672,5.823212706641267,0.14664662320698518,0.48329770129448013,1.4265617750571837
23.75,0,19.62348089989871,5.816953600634033,0.16823810705974906,0.4822541167766121,1.121590331457424
24.25,-0.42,20.051961708000352,5.808419820245677,0.20913893166691797,0.48018127835029145,0.7168487653372075
24.75,-0.21,20.374590437139265,5.800191158364651,0.23384244105240073,0.4765589052998933,0.5189134101093881
25.25,-0.63,20.903970152922252,5.790554811407719,0.265951275913015,0.4710916536354402,0.31339161661336523
25.75,-0.42,21.26110618171,5.781606300147316,0.28433499345085544,0.46340392705780725,0.21113279959455522
26.25,-0.84,21.67393033822264,5.772033620118023,0.30265104895452505,0.4534414106262349,0.1629653543675404
26.75,-0.63,21.801756411669356,5.763225634204944,0.30860759826080486,0.4412152273148876,0.1829633015796479
27.25,-1.05,21.85183893552724,5.754014860177906,0.31165268332973034,0.42705279855821754,0.23252656862302565
27.75,-0.84,21.612952771754163,5.74524254213301,0.3041389763106956,0.4113478525996222,0.2607246272405876
28.25,-1.26,21.327579697731576,5.735886309588745,0.29431336915157275,0.3946725281967409,0.29170171092811464
28.75,-1.05,20.88797394526619,5.726602809938831,0.276502184795101,0.3775459021974289,0.2915209847919549
