TIME_s,POSITION_mm
15.048,-0.09
15.049,-0.09
15.05,-0.09
15.051,-0.09
15.052,-0.09
15.053,-0.09
15.054,-0.09
15.055,-0.09
15.056,-0.09
15.057,-0.09
15.058,-0.09
15.059,-0.09
15.06,-0.09
15.061,-0.09
15.062,-0.09
15.063,-0.09
15.064,-0.09
15.065,-0.09
15.066,-0.09
15.067,-0.09
15.068,-0.09
15.069,-0.09
15.07,-0.09
15.071,-0.09
15.072,-0.09
15.073,-0.09
15.074,-0.09
15.075,0.0
15.076,0.0
15.077,0.0
15.078,0.0
15.079,0.0
15.08,0.0
15.081,0.0
15.082,0.0
15.083,0.0
15.084,0.0
15.085,0.0
15.086,0.0
15.087,0.0
15.088,0.0
15.089,0.0
15.09,0.0
15.091,0.0
15.092,0.0
15.093,0.0
15.094,0.0
15.095,0.0
15.096,0.0
15.097,0.0
15.098,0.0
15.099,0.0
15.1,0.0
15.101,0.0
15.102,0.0
15.103,0.0
15.104,0.0
15.105,0.0
15.106,0.0
15.107,0.0
15.108,0.0
15.109,0.0
15.11,0.0
15.111,0.0
15.112,0.0
15.113,0.0
15.114,0.0
15.115,0.0
15.116,0.0
15.117,0.0
15.118,0.0
15.119,0.0
15.12,0.0
15.121,0.0
15.122,0.0
15.123,0.0
15.124,0.0
15.125,0.0
15.126,0.0
15.127,0.0
15.128,0.0
15.129,0.0
15.13,0.0
15.131,0.0
15.132,0.0
15.133,0.0
15.134,0.0
15.135,0.0
15.136,0.0
15.137,0.0
15.138,0.0
15.139,0.0
15.14,0.0
15.141,0.0
15.142,0.0
15.143,0.0
15.144,0.0
15.145,0.0
15.146,0.0
15.147,0.0
15.148,0.0
15.149,0.0
15.15,0.0
15.151,0.0
15.152,0.0
15.153,0.0
15.154,0.0
15.155,0.0
15.156,0.0
15.157,0.0
15.158,0.0
15.159,0.0
15.16,0.0
15.161,0.0
15.162,0.0
15.163,0.0
15.164,0.0
15.165,0.0
15.166,0.0
15.167,0.0
15.168,0.0
15.169,0.0
15.17,0.0
15.171,0.0
15.172,0.0
15.173,0.0
15.174,0.0
15.175,0.0
15.176,0.0
15.177,0.0
15.178,0.0
15.179,0.0
15.18,0.0
15.181,0.0
15.182,0.0
15.183,0.0
15.184,0.0
15.185,0.0
15.186,0.0
15.187,0.0
15.188,0.0
15.189,0.0
15.19,0.0
15.191,0.0
15.192,0.0
15.193,0.0
15.194,0.0
15.195,0.0
15.196,0.0
15.197,0.0
15.198,0.0
15.199,0.0
15.2,0.0
15.201,0.0
15.202,0.0
15.203,0.0
15.204,0.0
15.205,0.0
15.206,0.0
15.207,0.0
15.208,0.0
15.209,0.0
15.21,0.0
15.211,0.0
15.212,0.0
15.213,0.0
15.214,0.0
15.215,0.0
15.216,0.0
15.217,0.0
15.218,0.0
15.219,0.0
15.22,0.0
15.221,0.0
15.222,0.0
15.223,0.0
15.224,0.0
15.225,0.0
15.226,0.0
15.227,0.0
15.228,0.0
15.229,0.0
15.23,0.0
15.231,0.0
15.232,0.0
15.233,0.0
15.234,0.0
15.235,0.0
15.236,0.0
15.237,0.0
15.238,0.0
15.239,0.0
15.24,0.0
15.241,0.0
15.242,0.0
15.243,0.0
15.244,0.0
15.245,0.0
15.246,0.0
15.247,0.0
15.248,0.0
15.249,0.0
15.25,0.0
15.251,0.0
15.252,0.0
15.253,0.0
15.254,0.0
15.255,0.0
15.256,0.0
15.257,0.0
15.258,0.0
15.259,0.0
15.26,0.0
15.261,0.0
15.262,0.0
15.263,0.0
15.264,0.0
15.265,0.0
15.266,0.0
15.267,0.0
15.268,0.0
15.269,0.0
15.27,0.0
15.271,0.0
15.272,0.0
15.273,0.0
15.274,0.0
15.275,0.0
15.276,-0.09
15.277,-0.09
15.278,-0.09
15.279,-0.09
15.28,-0.09
15.281,-0.09
15.282,-0.09
15.283,-0.09
15.284,-0.09
15.285,-0.09
15.286,-0.09
15.287,-0.09
15.288,-0.09
15.289,-0.09
15.29,-0.09
15.291,-0.09
15.292,-0.09
15.293,-0.09
15.294,-0.09
15.295,-0.09
15.296,-0.09
15.297,-0.09
15.298,-0.09
15.299,-0.09
15.3,-0.09
15.301,-0.09
15.302,-0.09
15.303,-0.09
15.304,-0.09
15.305,-0.09
15.306,-0.09
15.307,-0.09
15.308,-0.09
15.309,-0.09
15.31,-0.09
15.311,-0.09
15.312,-0.09
15.313,-0.09
15.314,-0.09
15.315,-0.09
15.316,-0.09
15.317,-0.09
15.318,-0.09
15.319,-0.09
15.32,-0.09
15.321,-0.09
15.322,-0.09
15.323,-0.09
15.324,-0.09
15.325,-0.09
15.326,-0.09
15.327,-0.09
15.328,-0.09
15.329,-0.09
15.33,-0.09
15.331,-0.09
15.332,-0.09
15.333,-0.09
15.334,-0.09
15.335,-0.09
15.336,-0.09
15.337,-0.09
15.338,-0.09
15.339,-0.09
15.34,-0.09
15.341,-0.09
15.342,-0.09
15.343,-0.09
15.344,-0.09
15.345,-0.09
15.346,-0.09
15.347,-0.09
15.348,-0.09
15.349,-0.09
15.35,-0.09
15.351,-0.09
15.352,-0.09
15.353,-0.09
15.354,-0.09
15.355,-0.09
15.356,-0.09
15.357,-0.09
15.358,-0.09
15.359,-0.09
15.36,-0.09
15.361,-0.09
15.362,-0.09
15.363,-0.09
15.364,-0.09
15.365,-0.09
15.366,-0.09
15.367,-0.09
15.368,-0.09
15.369,-0.09
15.37,-0.09
15.371,-0.09
15.372,-0.09
15.373,-0.09
15.374,-0.09
15.375,-0.09
15.376,-0.09
15.377,-0.09
15.378,-0.09
15.379,-0.09
15.38,-0.09
15.381,-0.09
15.382,-0.09
15.383,-0.09
15.384,-0.09
15.385,-0.09
15.386,-0.09
15.387,-0.09
15.388,-0.09
15.389,-0.09
15.39,-0.09
15.391,-0.09
15.392,-0.09
15.393,-0.09
15.394,-0.09
15.395,-0.09
15.396,-0.09
15.397,-0.09
15.398,-0.09
15.399,-0.09
15.4,-0.09
15.401,-0.09
15.402,-0.09
15.403,-0.09
15.404,-0.09
15.405,-0.09
15.406,-0.09
15.407,-0.09
15.408,-0.09
15.409,-0.09
15.41,-0.09
15.411,-0.09
15.412,-0.09
15.413,-0.09
15.414,-0.09
15.415,-0.09
15.416,-0.09
15.417,-0.09
15.418,-0.09
15.419,-0.09
15.42,-0.09
15.421,-0.09
15.422,-0.09
15.423,-0.09
15.424,-0.09
15.425,-0.09
15.426,-0.09
15.427,-0.09
15.428,-0.09
15.429,-0.09
15.43,-0.09
15.431,-0.09
15.432,-0.09
15.433,-0.09
15.434,-0.09
15.435,-0.09
15.436,-0.09
15.437,-0.09
15.438,-0.09
15.439,-0.09
15.44,-0.09
15.441,-0.09
15.442,-0.09
15.443,-0.09
15.444,-0.09
15.445,-0.09
15.446,-0.09
15.447,-0.09
15.448,-0.09
15.449,-0.09
15.45,-0.09
15.451,-0.09
15.452,-0.09
15.453,-0.09
15.454,-0.09
15.455,-0.09
15.456,-0.09
15.457,-0.09
15.458,-0.09
15.459,-0.09
15.46,-0.09
15.461,-0.09
15.462,-0.09
15.463,-0.09
15.464,-0.09
15.465,-0.09
15.466,-0.09
15.467,-0.09
15.468,-0.09
15.469,-0.09
15.47,-0.09
15.471,-0.09
15.472,-0.09
15.473,-0.09
15.474,-0.09
15.475,-0.09
15.476,-0.09
15.477,0.0
15.478,0.0
15.479,0.0
15.48,0.0
15.481,0.0
15.482,0.0
15.483,0.0
15.484,0.0
15.485,0.0
15.486,0.0
15.487,0.0
15.488,0.0
15.489,0.0
15.49,0.0
15.491,0.0
15.492,0.0
15.493,0.0
15.494,0.0
15.495,0.0
15.496,0.0
15.497,0.0
15.498,0.0
15.499,0.0
15.5,0.0
15.501,0.0
15.502,0.0
15.503,0.0
15.504,0.0
15.505,0.0
15.506,0.0
15.507,0.0
15.508,0.0
15.509,0.0
15.51,0.0
15.511,0.0
15.512,0.0
15.513,0.0
15.514,0.0
15.515,0.0
15.516,0.0
15.517,0.0
15.518,0.0
15.519,0.0
15.52,0.0
15.521,0.0
15.522,0.0
15.523,0.0
15.524,0.0
15.525,0.0
15.526,0.0
15.527,0.0
15.528,0.0
15.529,0.0
15.53,0.0
15.531,0.0
15.532,0.0
15.533,0.0
15.534,0.0
15.535,0.0
15.536,0.0
15.537,0.0
15.538,0.0
15.539,0.0
15.54,0.0
15.541,0.0
15.542,0.0
15.543,0.0
15.544,0.0
15.545,0.0
15.546,0.0
15.547,0.0
15.548,0.0
15.549,0.0
15.55,0.0
15.551,0.0
15.552,0.0
15.553,0.0
15.554,0.0
15.555,0.0
15.556,0.0
15.557,0.0
15.558,0.0
15.559,0.0
15.56,0.0
15.561,0.0
15.562,0.0
15.563,0.0
15.564,0.0
15.565,0.0
15.566,0.0
15.567,0.0
15.568,0.0
15.569,0.0
15.57,0.0
15.571,0.0
15.572,0.0
15.573,0.0
15.574,0.0
15.575,0.0
15.576,0.0
15.577,0.0
15.578,0.0
15.579,0.0
15.58,0.0
15.581,0.0
15.582,0.0
15.583,0.0
15.584,0.0
15.585,0.0
15.586,0.0
15.587,0.0
15.588,0.0
15.589,0.0
15.59,0.0
15.591,0.0
15.592,0.0
15.593,0.0
15.594,0.0
15.595,0.0
15.596,0.0
15.597,0.0
15.598,0.0
15.599,0.0
15.6,0.0
15.601,0.0
15.602,0.0
15.603,0.0
15.604,0.0
15.605,0.0
15.606,0.0
15.607,0.0
15.608,0.0
15.609,0.0
15.61,0.0
15.611,0.0
15.612,0.0
15.613,0.0
15.614,0.0
15.615,0.0
15.616,0.0
15.617,0.0
15.618,0.0
15.619,0.0
15.62,0.0
15.621,0.0
15.622,0.0
15.623,0.0
15.624,0.0
15.625,0.0
15.626,0.0
15.627,0.0
15.628,0.0
15.629,0.0
15.63,0.0
15.631,0.0
15.632,0.0
15.633,0.0
15.634,0.0
15.635,0.0
15.636,0.0
15.637,0.0
15.638,0.0
15.639,0.0
15.64,0.0
15.641,0.0
15.642,0.0
15.643,0.0
15.644,0.0
15.645,0.0
15.646,0.0
15.647,0.0
15.648,0.0
15.649,0.0
15.65,0.0
15.651,0.0
15.652,0.0
15.653,0.0
15.654,0.0
15.655,0.0
15.656,0.0
15.657,0.0
15.658,0.0
15.659,0.0
15.66,0.0
15.661,0.0
15.662,0.0
15.663,0.0
15.664,0.0
15.665,0.0
15.666,0.0
15.667,0.0
15.668,0.0
15.669,0.0
15.67,0.0
15.671,0.0
15.672,0.0
15.673,0.0
15.674,0.0
15.675,0.0
15.676,0.0
15.677,0.0
15.678,-0.09
15.679,-0.09
15.68,-0.09
15.681,-0.09
15.682,-0.09
15.683,-0.09
15.684,-0.09
15.685,-0.09
15.686,-0.09
15.687,-0.09
15.688,-0.09
15.689,-0.09
15.69,-0.09
15.691,-0.09
15.692,-0.09
15.693,-0.09
15.694,-0.09
15.695,-0.09
15.696,-0.09
15.697,-0.09
15.698,-0.09
15.699,-0.09
15.7,-0.09
15.701,-0.09
15.702,-0.09
15.703,-0.09
15.704,-0.09
15.705,-0.09
15.706,-0.09
15.707,-0.09
15.708,-0.09
15.709,-0.09
15.71,-0.09
15.711,-0.09
15.712,-0.09
15.713,-0.09
15.714,-0.09
15.715,-0.09
15.716,-0.09
15.717,-0.09
15.718,-0.09
15.719,-0.09
15.72,-0.09
15.721,-0.09
15.722,-0.09
15.723,-0.09
15.724,-0.09
15.725,-0.09
15.726,-0.09
15.727,-0.09
15.728,-0.09
15.729,-0.09
15.73,-0.09
15.731,-0.09
15.732,-0.09
15.733,-0.09
15.734,-0.09
15.735,-0.09
15.736,-0.09
15.737,-0.09
15.738,-0.09
15.739,-0.09
15.74,-0.09
15.741,-0.09
15.742,-0.09
15.743,-0.09
15.744,-0.09
15.745,-0.09
15.746,-0.09
15.747,-0.09
15.748,-0.09
15.749,-0.09
15.75,-0.09
15.751,-0.09
15.752,-0.09
15.753,-0.09
15.754,-0.09
15.755,-0.09
15.756,-0.09
15.757,-0.09
15.758,-0.09
15.759,-0.09
15.76,-0.09
15.761,-0.09
15.762,-0.09
15.763,-0.09
15.764,-0.09
15.765,-0.09
15.766,-0.09
15.767,-0.09
15.768,-0.09
15.769,-0.09
15.77,-0.09
15.771,-0.09
15.772,-0.09
15.773,-0.09
15.774,-0.09
15.775,-0.09
15.776,-0.09
15.777,-0.09
15.778,-0.09
15.779,-0.09
15.78,-0.09
15.781,-0.09
15.782,-0.09
15.783,-0.09
15.784,-0.09
15.785,-0.09
15.786,-0.09
15.787,-0.09
15.788,-0.09
15.789,-0.09
15.79,-0.09
15.791,-0.09
15.792,-0.09
15.793,-0.09
15.794,-0.09
15.795,-0.09
15.796,-0.09
15.797,-0.09
15.798,-0.09
15.799,-0.09
15.8,-0.09
15.801,-0.09
15.802,-0.09
15.803,-0.09
15.804,-0.09
15.805,-0.09
15.806,-0.09
15.807,-0.09
15.808,-0.09
15.809,-0.09
15.81,-0.09
15.811,-0.09
15.812,-0.09
15.813,-0.09
15.814,-0.09
15.815,-0.09
15.816,-0.09
15.817,-0.09
15.818,-0.09
15.819,-0.09
15.82,-0.09
15.821,-0.09
15.822,-0.09
15.823,-0.09
15.824,-0.09
15.825,-0.09
15.826,-0.09
15.827,-0.09
15.828,-0.09
15.829,-0.09
15.83,-0.09
15.831,-0.09
15.832,-0.09
15.833,-0.09
15.834,-0.09
15.835,-0.09
15.836,-0.09
15.837,-0.09
15.838,-0.09
15.839,-0.09
15.84,-0.09
15.841,-0.09
15.842,-0.09
15.843,-0.09
15.844,-0.09
15.845,-0.09
15.846,-0.09
15.847,-0.09
15.848,-0.09
15.849,-0.09
15.85,-0.09
15.851,-0.09
15.852,-0.09
15.853,-0.09
15.854,-0.09
15.855,-0.09
15.856,-0.09
15.857,-0.09
15.858,-0.09
15.859,-0.09
15.86,-0.09
15.861,-0.09
15.862,-0.09
15.863,-0.09
15.864,-0.09
15.865,-0.09
15.866,-0.09
15.867,-0.09
15.868,-0.09
15.869,-0.09
15.87,-0.09
15.871,-0.09
15.872,-0.09
15.873,-0.09
15.874,-0.09
15.875,-0.09
15.876,-0.09
15.877,-0.09
15.878,-0.09
15.879,0.0
15.88,0.0
15.881,0.0
15.882,0.0
15.883,0.0
15.884,0.0
15.885,0.0
15.886,0.0
15.887,0.0
15.888,0.0
15.889,0.0
15.89,0.0
15.891,0.0
15.892,0.0
15.893,0.0
15.894,0.0
15.895,0.0
15.896,0.0
15.897,0.0
15.898,0.0
15.899,0.0
15.9,0.0
15.901,0.0
15.902,0.0
15.903,0.0
15.904,0.0
15.905,0.0
15.906,0.0
15.907,0.0
15.908,0.0
15.909,0.0
15.91,0.0
15.911,0.0
15.912,0.0
15.913,0.0
15.914,0.0
15.915,0.0
15.916,0.0
15.917,0.0
15.918,0.0
15.919,0.0
15.92,0.0
15.921,0.0
15.922,0.0
15.923,0.0
15.924,0.0
15.925,0.0
15.926,0.0
15.927,0.0
15.928,0.0
15.929,0.0
15.93,0.0
15.931,0.0
15.932,0.0
15.933,0.0
15.934,0.0
15.935,0.0
15.936,0.0
15.937,0.0
15.938,0.0
15.939,0.0
15.94,0.0
15.941,0.0
15.942,0.0
15.943,0.0
15.944,0.0
15.945,0.0
15.946,0.0
15.947,0.0
15.948,0.0
15.949,0.0
15.95,0.0
15.951,0.0
15.952,0.0
15.953,0.0
15.954,0.0
15.955,0.0
15.956,0.0
15.957,0.0
15.958,0.0
15.959,0.0
15.96,0.0
15.961,0.0
15.962,0.0
15.963,0.0
15.964,0.0
15.965,0.0
15.966,0.0
15.967,0.0
15.968,0.0
15.969,0.0
15.97,0.0
15.971,0.0
15.972,0.0
15.973,0.0
15.974,0.0
15.975,0.0
15.976,0.0
15.977,0.0
15.978,0.0
15.979,0.0
15.98,0.0
15.981,0.0
15.982,0.0
15.983,0.0
15.984,0.0
15.985,0.0
15.986,0.0
15.987,0.0
15.988,0.0
15.989,0.0
15.99,0.0
15.991,0.0
15.992,0.0
15.993,0.0
15.994,0.0
15.995,0.0
15.996,0.0
15.997,0.0
15.998,0.0
15.999,0.0
16.0,0.0
16.001,0.0
16.002,0.0
16.003,0.0
16.004,0.0
16.005,0.0
16.006,0.0
16.007,0.0
16.008,0.0
16.009,0.0
16.01,0.0
16.011,0.0
16.012,0.0
16.013,0.0
16.014,0.0
16.015,0.0
16.016,0.0
16.017,0.0
16.018,0.0
16.019,0.0
16.02,0.0
16.021,0.0
16.022,0.0
16.023,0.0
16.024,0.0
16.025,0.0
16.026,0.0
16.027,0.0
16.028,0.0
16.029,0.0
16.03,0.0
16.031,0.0
16.032,0.0
16.033,0.0
16.034,0.0
16.035,0.0
16.036,0.0
16.037,0.0
16.038,0.0
16.039,0.0
16.04,0.0
16.041,0.0
16.042,0.0
16.043,0.0
16.044,0.0
16.045,0.0
16.046,0.0
16.047,0.0
16.048,0.0
16.049,0.0
16.05,0.0
16.051,0.0
16.052,0.0
16.053,0.0
16.054,0.0
16.055,0.0
16.056,0.0
16.057,0.0
16.058,0.0
16.059,0.0
16.06,0.0
16.061,0.0
16.062,0.0
16.063,0.0
16.064,0.0
16.065,0.0
16.066,0.0
16.067,0.0
16.068,0.0
16.069,0.0
16.07,0.0
16.071,0.0
16.072,0.0
16.073,0.0
16.074,0.0
16.075,0.0
16.076,0.0
16.077,0.0
16.078,0.0
16.079,0.0
16.08,-0.045
16.081,-0.045
16.082,-0.045
16.083,-0.045
16.084,-0.045
16.085,-0.045
16.086,-0.045
16.087,-0.045
16.088,-0.045
16.089,-0.045
16.09,-0.045
16.091,-0.045
16.092,-0.045
16.093,-0.045
16.094,-0.045
16.095,-0.045
16.096,-0.045
16.097,-0.045
16.098,-0.045
16.099,-0.045
16.1,-0.045
16.101,-0.045
16.102,-0.045
16.103,-0.045
16.104,-0.045
16.105,-0.045
16.106,-0.045
16.107,-0.045
16.108,-0.045
16.109,-0.045
16.11,-0.045
16.111,-0.045
16.112,-0.045
16.113,-0.045
16.114,-0.045
16.115,-0.045
16.116,-0.045
16.117,-0.045
16.118,-0.045
16.119,-0.045
16.12,-0.045
16.121,-0.045
16.122,-0.045
16.123,-0.045
16.124,-0.045
16.125,-0.045
16.126,-0.045
16.127,-0.045
16.128,-0.045
16.129,-0.045
16.13,-0.045
16.131,-0.045
16.132,-0.045
16.133,-0.045
16.134,-0.045
16.135,-0.045
16.136,-0.045
16.137,-0.045
16.138,-0.045
16.139,-0.045
16.14,-0.045
16.141,-0.045
16.142,-0.045
16.143,-0.045
16.144,-0.045
16.145,-0.045
16.146,-0.045
16.147,-0.045
16.148,-0.045
16.149,-0.045
16.15,-0.045
16.151,-0.045
16.152,-0.045
16.153,-0.045
16.154,-0.045
16.155,-0.045
16.156,-0.045
16.157,-0.045
16.158,-0.045
16.159,-0.045
16.16,-0.045
16.161,-0.045
16.162,-0.045
16.163,-0.045
16.164,-0.045
16.165,-0.045
16.166,-0.045
16.167,-0.045
16.168,-0.045
16.169,-0.045
16.17,-0.045
16.171,-0.045
16.172,-0.045
16.173,-0.045
16.174,-0.045
16.175,-0.045
16.176,-0.045
16.177,-0.045
16.178,-0.045
16.179,-0.045
16.18,-0.045
16.181,-0.045
16.182,-0.045
16.183,-0.045
16.184,-0.045
16.185,-0.045
16.186,-0.045
16.187,-0.045
16.188,-0.045
16.189,-0.045
16.19,-0.045
16.191,-0.045
16.192,-0.045
16.193,-0.045
16.194,-0.045
16.195,-0.045
16.196,-0.045
16.197,-0.045
16.198,-0.045
16.199,-0.045
16.2,-0.045
16.201,-0.045
16.202,-0.045
16.203,-0.045
16.204,-0.045
16.205,-0.045
16.206,-0.045
16.207,-0.045
16.208,-0.045
16.209,-0.045
16.21,-0.045
16.211,-0.045
16.212,-0.045
16.213,-0.045
16.214,-0.045
16.215,-0.045
16.216,-0.045
16.217,-0.045
16.218,-0.045
16.219,-0.045
16.22,-0.045
16.221,-0.045
16.222,-0.045
16.223,-0.045
16.224,-0.045
16.225,-0.045
16.226,-0.045
16.227,-0.045
16.228,-0.045
16.229,-0.045
16.23,-0.045
16.231,-0.045
16.232,-0.045
16.233,-0.045
16.234,-0.045
16.235,-0.045
16.236,-0.045
16.237,-0.045
16.238,-0.045
16.239,-0.045
16.24,-0.045
16.241,-0.045
16.242,-0.045
16.243,-0.045
16.244,-0.045
16.245,-0.045
16.246,-0.045
16.247,-0.045
16.248,-0.045
16.249,-0.045
16.25,-0.045
16.251,-0.045
16.252,-0.045
16.253,-0.045
16.254,-0.045
16.255,-0.045
16.256,-0.045
16.257,-0.045
16.258,-0.045
16.259,-0.045
16.26,-0.045
16.261,-0.045
16.262,-0.045
16.263,-0.045
16.264,-0.045
16.265,-0.045
16.266,-0.045
16.267,-0.045
16.268,-0.045
16.269,-0.045
16.27,-0.045
16.271,-0.045
16.272,-0.045
16.273,-0.045
16.274,-0.045
16.275,-0.045
16.276,-0.045
16.277,-0.045
16.278,-0.045
16.279,-0.045
16.28,-0.045
16.281,-0.045
16.282,-0.045
16.283,-0.045
16.284,-0.045
16.285,-0.045
16.286,-0.045
16.287,-0.045
16.288,-0.045
16.289,-0.045
16.29,-0.045
16.291,-0.045
16.292,-0.045
16.293,-0.045
16.294,-0.045
16.295,-0.045
16.296,-0.045
16.297,-0.045
16.298,-0.045
16.299,-0.045
16.3,-0.045
16.301,-0.045
16.302,-0.045
16.303,-0.045
16.304,-0.045
16.305,-0.045
16.306,-0.045
16.307,-0.045
16.308,-0.045
16.309,-0.045
16.31,-0.045
16.311,-0.045
16.312,-0.045
16.313,-0.045
16.314,-0.045
16.315,-0.045
16.316,-0.045
16.317,-0.045
16.318,-0.045
16.319,-0.045
16.32,-0.045
16.321,-0.045
16.322,-0.045
16.323,-0.045
16.324,-0.045
16.325,-0.045
16.326,-0.045
16.327,-0.045
16.328,-0.045
16.329,-0.045
16.33,-0.045
16.331,-0.045
16.332,-0.045
16.333,-0.045
16.334,-0.045
16.335,-0.045
16.336,-0.045
16.337,-0.045
16.338,-0.045
16.339,-0.045
16.34,-0.045
16.341,-0.045
16.342,-0.045
16.343,-0.045
16.344,-0.045
16.345,-0.045
16.346,-0.045
16.347,-0.045
16.348,-0.045
16.349,-0.045
16.35,-0.045
16.351,-0.045
16.352,-0.045
16.353,-0.045
16.354,-0.045
16.355,-0.045
16.356,-0.045
16.357,-0.045
16.358,-0.045
16.359,-0.045
16.36,-0.045
16.361,-0.045
16.362,-0.045
16.363,-0.045
16.364,-0.045
16.365,-0.045
16.366,-0.045
16.367,-0.045
16.368,-0.045
16.369,-0.045
16.37,-0.045
16.371,-0.045
16.372,-0.045
16.373,-0.045
16.374,-0.045
16.375,-0.045
16.376,-0.045
16.377,-0.045
16.378,-0.045
16.379,-0.045
16.38,-0.045
16.381,-0.045
16.382,-0.045
16.383,-0.045
16.384,-0.045
16.385,-0.045
16.386,-0.045
16.387,-0.045
16.388,-0.045
16.389,-0.045
16.39,-0.045
16.391,-0.045
16.392,-0.045
16.393,-0.045
16.394,-0.045
16.395,-0.045
16.396,-0.045
16.397,-0.045
16.398,-0.045
16.399,-0.045
16.4,-0.045
16.401,-0.045
16.402,-0.045
16.403,-0.045
16.404,-0.045
16.405,-0.045
16.406,-0.045
16.407,-0.045
16.408,-0.045
16.409,-0.045
16.41,-0.045
16.411,-0.045
16.412,-0.045
16.413,-0.045
16.414,-0.045
16.415,-0.045
16.416,-0.045
16.417,-0.045
16.418,-0.045
16.419,-0.045
16.42,-0.045
16.421,-0.045
16.422,-0.045
16.423,-0.045
16.424,-0.045
16.425,-0.045
16.426,-0.045
16.427,-0.045
16.428,-0.045
16.429,-0.045
16.43,-0.045
16.431,-0.045
16.432,-0.045
16.433,-0.045
16.434,-0.045
16.435,-0.045
16.436,-0.045
16.437,-0.045
16.438,-0.045
16.439,-0.045
16.44,-0.045
16.441,-0.045
16.442,-0.045
16.443,-0.045
16.444,-0.045
16.445,-0.045
16.446,-0.045
16.447,-0.045
16.448,-0.045
16.449,-0.045
16.45,-0.045
16.451,-0.045
16.452,-0.045
16.453,-0.045
16.454,-0.045
16.455,-0.045
16.456,-0.045
16.457,-0.045
16.458,-0.045
16.459,-0.045
16.46,-0.045
16.461,-0.045
16.462,-0.045
16.463,-0.045
16.464,-0.045
16.465,-0.045
16.466,-0.045
16.467,-0.045
16.468,-0.045
16.469,-0.045
16.47,-0.045
16.471,-0.045
16.472,-0.045
16.473,-0.045
16.474,-0.045
16.475,-0.045
16.476,-0.045
16.477,-0.045
16.478,-0.045
16.479,-0.045
16.48,-0.045
16.481,-0.045
16.482,-0.045
16.483,-0.045
16.484,-0.045
16.485,-0.045
16.486,-0.045
16.487,-0.045
16.488,-0.045
16.489,-0.045
16.49,-0.045
16.491,-0.045
16.492,-0.045
16.493,-0.045
16.494,-0.045
16.495,-0.045
16.496,-0.045
16.497,-0.045
16.498,-0.045
16.499,-0.045
16.5,-0.045
16.501,-0.045
16.502,-0.045
16.503,-0.045
16.504,-0.045
16.505,-0.045
16.506,-0.045
16.507,-0.045
16.508,-0.045
16.509,-0.045
16.51,-0.045
16.511,-0.045
16.512,-0.045
16.513,-0.045
16.514,-0.045
16.515,-0.045
16.516,-0.045
16.517,-0.045
16.518,-0.045
16.519,-0.045
16.52,-0.045
16.521,-0.045
16.522,-0.045
16.523,-0.045
16.524,-0.045
16.525,-0.045
16.526,-0.045
16.527,-0.045
16.528,-0.045
16.529,-0.045
16.53,-0.045
16.531,-0.045
16.532,-0.045
16.533,-0.045
16.534,-0.045
16.535,-0.045
16.536,-0.045
16.537,-0.045
16.538,-0.045
16.539,-0.045
16.54,-0.045
16.541,-0.045
16.542,-0.045
16.543,-0.045
16.544,-0.045
16.545,-0.045
16.546,-0.045
16.547,-0.045
16.548,-0.045
16.549,-0.045
16.55,-0.045
16.551,-0.045
16.552,-0.045
16.553,-0.045
16.554,-0.045
16.555,-0.045
16.556,-0.045
16.557,-0.045
16.558,-0.045
16.559,-0.045
16.56,-0.045
16.561,-0.045
16.562,-0.045
16.563,-0.045
16.564,-0.045
16.565,-0.045
16.566,-0.045
16.567,-0.045
16.568,-0.045
16.569,-0.045
16.57,-0.045
16.571,-0.045
16.572,-0.045
16.573,-0.045
16.574,-0.045
16.575,-0.045
16.576,-0.045
16.577,-0.045
16.578,-0.045
16.579,-0.045
16.58,-0.045
16.581,-0.045
16.582,-0.045
16.583,-0.045
16.584,-0.045
16.585,-0.045
16.586,-0.045
16.587,-0.045
16.588,-0.045
16.589,-0.045
16.59,-0.045
16.591,-0.045
16.592,-0.045
16.593,-0.045
16.594,-0.045
16.595,-0.045
16.596,-0.045
16.597,-0.045
16.598,-0.045
16.599,-0.045
16.6,-0.045
16.601,-0.045
16.602,-0.045
16.603,-0.045
16.604,-0.045
16.605,-0.045
16.606,-0.045
16.607,-0.045
16.608,-0.045
16.609,-0.045
16.61,-0.045
16.611,-0.045
16.612,-0.045
16.613,-0.045
16.614,-0.045
16.615,-0.045
16.616,-0.045
16.617,-0.045
16.618,-0.045
16.619,-0.045
16.62,-0.045
16.621,-0.045
16.622,-0.045
16.623,-0.045
16.624,-0.045
16.625,-0.045
16.626,-0.045
16.627,-0.045
16.628,-0.045
16.629,-0.045
16.63,-0.045
16.631,-0.045
16.632,-0.045
16.633,-0.045
16.634,-0.045
16.635,-0.045
16.636,-0.045
16.637,-0.045
16.638,-0.045
16.639,-0.045
16.64,-0.045
16.641,-0.045
16.642,-0.045
16.643,-0.045
16.644,-0.045
16.645,-0.045
16.646,-0.045
16.647,-0.045
16.648,-0.045
16.649,-0.045
16.65,-0.045
16.651,-0.045
16.652,-0.045
16.653,-0.045
16.654,-0.045
16.655,-0.045
16.656,-0.045
16.657,-0.045
16.658,-0.045
16.659,-0.045
16.66,-0.045
16.661,-0.045
16.662,-0.045
16.663,-0.045
16.664,-0.045
16.665,-0.045
16.666,-0.045
16.667,-0.045
16.668,-0.045
